countryname,year,lifeladder,loggdppercapita,socialsupport,healthylifeexpectancyatbirth,freedomtomakelifechoices,generosity,perceptionsofcorruption,positiveaffect,negativeaffect,code,house_price,ptr_ratio,r_house_price,rent_price,gini,life_expectancy,social_expenditure,housing_expenditure_ratio,ownership,pri_ratio,employment_rate,idcode,gini_dum,social_expenditure_dum,gini_dum_int,socialexp_dum_int,owner_dum,owner_dum_int,gini_dum_int_sq,ln_house_price,ln_r_house_price,r_house_price_growth
Greece,2012,5.0960002,10.251,.81199998,70.160004,.373,-.31,.95899999,.54400003,.352,GRC,127.7,105,121,121.6,.338,80.699997,27.955999,24.114151,73.099998,122.6,50.424999,Greece,1,1,.338,27.955999,1,73.099998,.114244,4.8496838,4.7957907,
Greece,2013,4.7199998,10.233,.68699998,70.239998,.426,-.27700001,.94099998,.57099998,.48199999,GRC,113.8,100.4,109.7,113.3,.342,81.400002,26.143,23.168129,72.800003,116.1,48.474998,Greece,1,1,.34200001,26.143,1,72.800003,.116964,4.7344427,4.6977491,-.098041207
Greece,2014,4.756,10.245,.83200002,70.32,.36899999,-.29300001,.93000001,.597,.38499999,GRC,105.3,100.7,104,104.6,.339,81.5,26.121,22.128584,72.099998,106.3,49.224998,Greece,1,1,.33899999,26.121,1,72.099998,.11492099,4.6568136,4.6443911,-.053358439
Greece,2015,5.6230001,10.249,.83499998,70.400002,.53200001,-.27700001,.824,.63700002,.27700001,GRC,100,100,100,100,.34,81.099998,26.228001,21.570114,72.900002,100,50.700001,Greece,1,1,.34,26.228001,1,72.900002,.1156,4.6051702,4.6051702,-.039220713
Greece,2016,5.303,10.248,.80299997,70.525002,.48199999,-.26499999,.898,.59399998,.336,GRC,97.599998,100.2,98.5,97.400002,.333,81.5,26.572001,21.744669,72.400002,98.300003,51.775002,Greece,1,1,.333,26.572001,1,72.400002,.110889,4.5808773,4.5900564,-.015113638
Greece,2017,5.1479998,10.261,.75300002,70.650002,.43799999,-.29499999,.87199998,.51599997,.333,GRC,96.599998,101.5,97.199997,95.199997,.319,81.400002,25.698,20.698591,72,97,53.224998,Greece,1,1,.31900001,25.698,1,72,.10176101,4.5705786,4.5767708,-.013285868
Greece,2018,5.4089999,10.28,.79400003,70.775002,.56400001,-.34,.86000001,.56400001,.255,GRC,98.400002,106.7,98.900002,92.199997,.306,81.900002,25.528999,19.649744,72.300003,97.199997,54.525002,Greece,1,1,.30599999,25.528999,1,72.300003,.093635999,4.5890408,4.5941091,.017338574
Greece,2019,5.9520001,10.3,.89099997,70.900002,.61400002,-.29300001,.84799999,.56,.236,GRC,105.5,114.5,105.9,92.199997,.312,81.699997,25.577999,19.157375,73.199997,98.099998,56.125,Greece,1,1,.31200001,25.577999,1,73.199997,.097344004,4.658711,4.6624951,.068386011
Hungary,2012,4.6830001,10.119,.90600002,66.120003,.56900001,-.142,.93000001,.58200002,.315,HUN,87.099998,91,89.800003,95.800003,.279,75.300003,22.478001,22.5972,89.199997,98.800003,58.625,Hungary,1,1,.27900001,22.478001,1,89.199997,.077841006,4.4670568,4.4975848,
Hungary,2013,4.914,10.14,.87699997,66.279999,.67400002,-.119,.912,.64700001,.30700001,HUN,84.900002,86.900002,86.300003,97.699997,.286,75.800003,22.169001,21.470558,88.5,92.599998,60.125,Hungary,1,1,.28600001,22.169001,1,88.5,.081796005,4.441474,4.4578295,-.039755374
Hungary,2014,5.1810002,10.184,.84500003,66.440002,.49399999,-.156,.85500002,.57800001,.23800001,HUN,88.400002,90.300003,88.900002,98,.281,76,21.322001,19.997786,87.300003,92.400002,63.650002,Hungary,1,1,.28099999,21.322001,1,87.300003,.078960992,4.4818721,4.4875121,.029682526
Hungary,2015,5.3439999,10.223,.85900003,66.599998,.55800003,-.204,.90799999,.64999998,.245,HUN,100,100,100,100,.284,75.699997,20.349001,20.172186,83.5,100,65.849998,Hungary,1,1,.28400001,20.349001,1,83.5,.080656007,4.6051702,4.6051702,.11765803
Hungary,2016,5.4489999,10.248,.89999998,66.75,.55400002,-.193,.92400002,.58999997,.243,HUN,113.4,107.8,112.3,105.2,.28,76.199997,20.17,20.213242,86,107,68.525002,Hungary,1,1,.28,20.17,1,86,.078400001,4.7309213,4.7211738,.1160037
Hungary,2017,6.0650001,10.292,.87699997,66.900002,.66100001,-.145,.88599998,.64399999,.18099999,HUN,127.2,117.4,122,108.4,.289,76,19.434,20.087372,84.699997,109.3,70.175003,Hungary,1,1,.289,19.434,1,84.699997,.083521001,4.8457608,4.8040209,.082847156
Hungary,2018,5.9359999,10.346,.94099998,67.050003,.69300002,-.249,.91100001,.59500003,.20100001,HUN,145.5,127.7,134.8,113.9,.28,76.199997,18.615999,20.245195,84.800003,111.5,71.400002,Hungary,1,1,.28,18.615999,1,84.800003,.078400001,4.980176,4.9037924,.099771179
Hungary,2019,6,10.393,.94700003,67.199997,.79799998,-.20100001,.884,.653,.18000001,HUN,170.2,136.60001,151,124.6,.286,76.5,17.636,20.64793,90.800003,117.1,72.224998,Hungary,1,1,.28600001,17.636,1,90.800003,.081796005,5.1369743,5.0172796,.11348762
Iceland,2012,7.5910001,10.788,.97899997,71.599998,.90499997,.235,.759,.81699997,.15700001,ISL,80.599998,95.699997,86.300003,84.199997,.252,83,23.521,24.637342,71.900002,93.400002,79.675003,Iceland,1,1,.252,23.521,1,71.900002,.063504003,4.3894987,4.4578295,
Iceland,2013,7.5009999,10.823,.96700001,71.699997,.92299998,.29899999,.713,.80199999,.156,ISL,85.199997,94.199997,88,90.400002,.24,82.099998,23.207001,24.534819,72.800003,94.199997,81.099998,Iceland,1,1,.23999999,23.207001,1,72.800003,.057599999,4.4450016,4.4773369,.019507181
Iceland,2015,7.4980001,10.862,.98000002,71.900002,.94,.294,.639,.79400003,.18000001,ISL,100,100,100,100,.257,82.5,22.774,24.023449,72.800003,,84.724998,Iceland,1,1,.257,22.774,1,72.800003,.066049002,4.6051702,4.6051702,.12783337
Iceland,2016,7.5100002,10.909,.98500001,71.925003,.95200002,.27399999,.71899998,.80800003,.15800001,ISL,109.8,105.2,108.7,104.3,.264,82.199997,22.785,22.980925,73.400002,,86.525002,Iceland,1,1,.264,22.785,1,73.400002,.069696002,4.6986604,4.688592,.08342158
Iceland,2017,7.4759998,10.927,.96700001,71.949997,.93900001,.23999999,.727,.82300001,.148,ISL,131.2,121.1,131.10001,108.3,.25,82.599998,24.122,22.925465,,,86.099998,Iceland,1,1,.25,24.122,0,0,.0625,4.8767228,4.8759604,.18736868
Iceland,2019,7.533,10.943,.98199999,72,.95899999,,.699,.787,.178,ISL,148.3,123.2,137.8,120.4,,83.199997,25.57,23.42485,,,84.099998,Iceland,0,1,0,25.57,0,0,0,4.9992371,4.9258032,.049842943
Ireland,2012,6.9650002,10.89,.96200001,70.339996,.90200001,.29499999,.57300001,.72100002,.237,IRL,76,75.400002,79,100.8,.31,80.900002,23.048,22.990093,69.5,79.300003,59.900002,Ireland,1,1,.31,23.048,1,69.5,.096100003,4.3307333,4.3694477,
Ireland,2013,6.7600002,10.896,.95499998,70.459999,.884,.32499999,.55800003,.74400002,.245,IRL,77,77,78.800003,100,.312,81,21.812,23.179098,70.400002,81.199997,61.75,Ireland,1,1,.31200001,21.812,1,70.400002,.097344004,4.3438053,4.3669128,-.002534817
Ireland,2014,7.0180001,10.971,.96799999,70.580002,.92199999,.257,.40599999,.736,.229,IRL,89.699997,90.400002,90.599998,99.300003,.298,81.400002,20.091999,23.276594,69.400002,93.800003,63.125,Ireland,1,1,.29800001,20.091999,1,69.400002,.088804007,4.4964709,4.506454,.13954116
Ireland,2015,6.8299999,11.18,.95300001,70.699997,.89200002,.226,.40900001,.74800003,.22499999,IRL,100,100,100,100,.298,81.5,15.196,24.090488,70.900002,100,64.699997,Ireland,1,1,.29800001,15.196,1,70.900002,.088804007,4.6051702,4.6051702,.098715991
Ireland,2016,7.0409999,11.189,.958,70.800003,.875,.169,.39899999,.74400002,.211,IRL,107.5,104.7,106.6,102.7,.309,81.699997,15.13,23.856428,72.699997,103.7,66.425003,Ireland,1,1,.30899999,15.13,1,72.699997,.095480993,4.6774907,4.6690836,.063913308
Ireland,2017,7.0599999,11.264,.94300002,70.900002,.90499997,.20999999,.33700001,.77100003,.213,IRL,119.2,111.8,116.9,106.6,.295,82.199997,14.181,24.695566,71.599998,109.3,67.574997,Ireland,1,1,.29499999,14.181,1,71.599998,.087024994,4.7808027,4.7613187,.092235386
Ireland,2018,6.9619999,11.334,.93800002,71,.861,.138,.36199999,.75400001,.213,IRL,131.39999,118.1,127,111.3,.292,82.199997,13.519,25.63793,71.5,117.3,68.474998,Ireland,1,1,.292,13.519,1,71.5,.085263997,4.8782458,4.8441873,.082868204
Ireland,2019,7.2550001,11.373,.94400001,71.099998,.89200002,.067000002,.373,.75800002,.223,IRL,134.39999,115.5,127.8,116.4,.293,82.800003,12.868,25.763174,70.099998,113.8,69.449997,Ireland,1,1,.29300001,12.868,1,70.099998,.085849009,4.9008203,4.8504667,.0062794792
Israel,2012,7.1110001,10.487,.903,71.559998,.68099999,.147,.86199999,.611,.31900001,ISR,81.400002,86.199997,83,94.5,.371,81.800003,15.409,23.693052,,91.199997,66.5,Israel,1,1,.37099999,15.409,0,0,.137641,4.3993754,4.4188404,
Israel,2013,7.3210001,10.512,.90899998,71.639999,.73900002,.145,.84899998,.64899999,.40900001,ISR,88.800003,92,88.699997,96.599998,.36,82.099998,15.456,23.767206,,94.5,67.058327,Israel,1,1,.36000001,15.456,0,0,.1296,4.4863868,4.48526,.066419244
Israel,2014,7.401,10.531,.889,71.720001,.70700002,.088,.81800002,.56699997,.271,ISR,94.5,96,93.900002,98.400002,.365,82.199997,15.451,24.14682,,96.900002,67.866669,Israel,1,1,.36500001,15.451,0,0,.13322501,4.5485997,4.5422306,.056970548
Israel,2015,7.079,10.536,.86400002,71.800003,.75300002,.103,.78899997,.65200001,.25600001,ISR,100,100,100,100,.36,82.199997,15.475,24.495844,,100,68.316673,Israel,1,1,.36000001,15.475,0,0,.1296,4.6051702,4.6051702,.062939785
Israel,2016,7.1589999,10.56,.88999999,71.949997,.77200001,.147,.80400002,.602,.26300001,ISR,107.5,106.1,108.3,101.3,.346,82.5,15.495,24.287422,,104.6,68.574997,Israel,1,1,.34599999,15.495,0,0,.11971599,4.6774907,4.6849051,.079734996
Israel,2017,7.3309999,10.583,.91600001,72.099998,.76800001,.138,.79299998,.62099999,.27599999,ISR,111.6,108.6,112.4,102.9,.344,82.699997,16.131001,24.53068,,,69.025002,Israel,1,1,.34400001,16.131001,0,0,.11833601,4.714921,4.722064,.037158769
Israel,2018,6.927,10.603,.91000003,72.25,.72500002,.048,.76999998,.61199999,.28200001,ISR,110.7,106.1,110.7,104.4,.348,82.900002,16.141001,24.711958,,,69.033333,Israel,1,1,.34799999,16.141001,0,0,.12110399,4.7068238,4.7068238,-.015240139
Israel,2019,7.3319998,10.625,.94599998,72.400002,.83399999,.078000002,.74299997,.59799999,.266,ISR,112.8,106.5,112,105.9,.342,82.900002,16.346001,24.937626,,,68.941673,Israel,1,1,.34200001,16.346001,0,0,.116964,4.7256165,4.7184987,.011675059
Italy,2012,5.8390002,10.633,.86900002,71.300003,.56999999,.107,.90799999,.65100002,.38800001,ITA,116.7,118,118.4,98.900002,.33,82.400002,28.482,23.086292,73.300003,119.4,56.075001,Italy,1,1,.33000001,28.482,1,73.300003,.10890001,4.7596064,4.7740688,
Italy,2013,6.0089998,10.603,.91600001,71.400002,.49900001,-.108,.94300002,.70200002,.35699999,ITA,109.1,108.9,109.5,100.2,.325,82.900002,29.006001,23.705685,72,111.6,54.950001,Italy,1,1,.32499999,29.006001,1,72,.10562499,4.692265,4.6959248,-.078144185
Italy,2014,6.027,10.594,.898,71.5,.62400001,-.071000002,.92000002,.65899998,.35600001,ITA,104,104.1,104.1,99.900002,.326,83.199997,29.195999,23.354218,71.800003,105.5,55.275002,Italy,1,1,.32600001,29.195999,1,71.800003,.10627601,4.6443911,4.6453519,-.050572589
Italy,2015,5.848,10.603,.90899998,71.599998,.57499999,-.07,.91299999,.64600003,.329,ITA,100,100,100,100,.333,82.699997,29.357,23.221367,72.099998,100,56.025002,Italy,1,1,.333,29.357,1,72.099998,.110889,4.6051702,4.6051702,-.040181775
Italy,2016,5.9549999,10.617,.92699999,71.675003,.62400001,-.086000003,.903,.63200003,.33899999,ITA,100.3,99.900002,99.699997,100.3,.327,83.400002,28.908001,22.901302,71.199997,98.699997,57.049999,Italy,1,1,.32699999,28.908001,1,71.199997,.106929,4.6081657,4.6021657,-.0030045395
Italy,2017,6.1989999,10.635,.92000002,71.75,.63300002,-.041000001,.86699998,.61299998,.32300001,ITA,99.199997,98.699997,97.300003,100.5,.334,83.099998,28.621,22.60346,71.5,95.400002,57.875,Italy,1,1,.33399999,28.621,1,71.5,.11155599,4.5971379,4.5777988,-.024366627
Italy,2018,6.5170002,10.647,.91299999,71.824997,.64999998,-.027000001,.88800001,.59799999,.403,ITA,98.599998,97.800003,95.5,100.9,.33,83.400002,28.471001,22.49172,71.300003,93.300003,58.5,Italy,1,1,.33000001,28.471001,1,71.300003,.10890001,4.5910711,4.5591264,-.018672774
Italy,2019,6.4450002,10.663,.838,71.900002,.70899999,-.088,.866,.56900001,.32800001,ITA,98.5,97.400002,94.599998,101.2,.325,83.599998,28.700001,22.463226,71.599998,92.300003,59.049999,Italy,1,1,.32499999,28.700001,1,71.599998,.10562499,4.5900564,4.5496573,-.0094687873
Japan,2012,5.9679999,10.565,.90499997,73.239998,.75300002,,.69199997,.708,.171,JPN,94.599998,93.5,96.900002,101.1,,83.199997,22.384001,26.682379,,96.400002,70.618584,Japan,0,1,0,22.384001,0,0,0,4.5496573,4.5736794,
Japan,2013,5.9590001,10.586,.92400002,73.360001,.82099998,-.154,.64999998,.71899998,.175,JPN,96.099998,95.5,98.699997,100.7,,83.400002,22.370001,26.178228,,97.699997,71.758499,Japan,0,1,0,22.370001,0,0,0,4.5653892,4.5920849,.018405382
Japan,2014,5.9229999,10.59,.89999998,73.480003,.838,-.146,.61699998,.68699998,.189,JPN,97.599998,97.400002,98.199997,100.3,,83.699997,22.104,25.921696,,99.099998,72.760696,Japan,0,1,0,22.104,0,0,0,4.5808773,4.5870061,-.0050787311
Japan,2015,5.8800001,10.607,.92299998,73.599998,.83200002,-.162,.65399998,.70200002,.176,JPN,100,100,100,100,,83.900002,22.389999,25.324617,,100,73.397102,Japan,0,1,0,22.389999,0,0,0,4.6051702,4.6051702,.018164001
Japan,2016,5.9549999,10.615,.89999998,73.724998,.83600003,-.068999998,.69800001,.69,.192,JPN,102.2,102.5,102.6,99.699997,,84.099998,22.365999,25.102879,,101,74.522774,Japan,0,1,0,22.365999,0,0,0,4.6269317,4.6308379,.025667733
Japan,2017,5.9109998,10.632,.88200003,73.849998,.84899998,-.213,.65899998,.69199997,.176,JPN,104.8,105.4,104.8,99.400002,,84.199997,22.43,24.944876,,102.4,75.500687,Japan,0,1,0,22.43,0,0,0,4.6520538,4.6520538,.021215884
Japan,2018,5.7940001,10.64,.88599998,73.974998,.773,-.26800001,.68699998,.64899999,.185,JPN,106.8,107.6,106.1,99.300003,.334,84.300003,22.534,24.727076,,103.1,77.1633,Japan,1,1,.33399999,22.534,0,0,.11155599,4.670958,4.664382,.01232823
Japan,2019,5.908,10.637,.87800002,74.099998,.80599999,-.26100001,.61699998,.69300002,.19400001,JPN,108.6,109.3,107.3,99.300003,,84.400002,23.107,24.649378,,102.9,78.114212,Japan,0,1,0,23.107,0,0,0,4.6876712,4.6756287,.011246647
Latvia,2012,5.125,10.085,.85100001,64.900002,.56400001,-.044,.89499998,.588,.23199999,LVA,91.400002,102.1,92.400002,89.5,.346,74.099998,15.322,22.761055,79.900002,106.8,62.775002,Latvia,1,1,.34599999,15.322,1,79.900002,.11971599,4.5152454,4.5261269,
Latvia,2013,5.0700002,10.115,.83399999,65.199997,.63099998,-.079000004,.83700001,.60500002,.227,LVA,97.599998,103.2,98.5,94.599998,.351,74.300003,15.54,21.523216,79.900002,109.8,64.849998,Latvia,1,1,.35100001,15.54,1,79.900002,.12320101,4.5808773,4.5900564,.06392955
Latvia,2014,5.7290001,10.143,.88099998,65.5,.671,-.048999999,.80400002,.60500002,.226,LVA,103.5,104.2,103.6,99.300003,.349,74.5,15.377,22.091421,79.800003,110.2,66.125,Latvia,1,1,.34900001,15.377,1,79.800003,.121801,4.6395717,4.6405373,.050480768
Latvia,2015,5.881,10.19,.87900001,65.800003,.65600002,-.083999999,.80800003,.55900002,.228,LVA,100,100,100,100,.346,74.800003,15.712,21.276258,78.400002,100,68.050003,Latvia,1,1,.34599999,15.712,1,78.400002,.11971599,4.6051702,4.6051702,-.035367128
Latvia,2016,5.9400001,10.222,.917,65.900002,.685,-.163,.86799997,.583,.23100001,LVA,108.5,110,107.7,98.599998,.346,74.900002,15.973,21.211597,79.5,102.1,68.574997,Latvia,1,1,.34599999,15.973,1,79.5,.11971599,4.6867499,4.6793494,.074179366
Latvia,2017,5.9780002,10.264,.89499998,66,.69999999,-.161,.79799998,.565,.23199999,LVA,118,120.1,113.9,98.300003,.355,74.900002,15.812,20.846832,79.300003,103.1,69.974998,Latvia,1,1,.35499999,15.812,1,79.300003,.12602499,4.7706847,4.735321,.055971328
Latvia,2018,5.901,10.311,.91299999,66.099998,.60799998,-.21799999,.79900002,.52100003,.192,LVA,129.3,126.3,121.6,102.4,.351,75.099998,16.142,20.801981,79.800003,104.4,71.724998,Latvia,1,1,.35100001,16.142,1,79.800003,.12320101,4.8621354,4.8007369,.065416075
Latvia,2019,5.9699998,10.343,.93599999,66.199997,.69800001,-.2,.78899997,.537,.212,LVA,140.89999,131.5,128.2,107.1,.344,75.699997,16.523001,21.103004,78,107.6,72.224998,Latvia,1,1,.34400001,16.523001,1,78,.11833601,4.9480505,4.8535914,.052854564
Lithuania,2012,5.7709999,10.216,.91900003,64.699997,.50300002,-.27900001,.95700002,.55699998,.27700001,LTU,89.599998,125.6,89.5,71.199997,.35,74.099998,16.475,16.691998,91.800003,100.2,62.025002,Lithuania,1,1,.34999999,16.475,1,91.800003,.12249999,4.4953551,4.4942389,
Lithuania,2013,5.5960002,10.261,.91299999,64.900002,.55599999,-.242,.93599999,.54000002,.294,LTU,90.599998,119.4,89.699997,75.800003,.351,74.099998,15.457,16.598103,91.199997,96.099998,63.724998,Lithuania,1,1,.35100001,15.457,1,91.199997,.12320101,4.506454,4.4964709,.0022321097
Lithuania,2014,6.1259999,10.304,.90799999,65.099998,.50800002,-.26899999,.95599997,.565,.287,LTU,96.5,113.7,95.5,84.699997,.38,74.699997,15.621,16.515539,89.900002,100.3,65.650002,Lithuania,1,1,.38,15.621,1,89.900002,.1444,4.5695429,4.5591264,.062655516
Lithuania,2015,5.711,10.334,.92900002,65.300003,.64099997,-.259,.92400002,.53399998,.27599999,LTU,100,100,100,100,.372,74.599998,16.030001,15.655725,89.699997,100,67.25,Lithuania,1,1,.37200001,16.030001,1,89.699997,.138384,4.6051702,4.6051702,.04604394
Lithuania,2016,5.8660002,10.371,.93800002,65.650002,.61400002,-.27200001,.949,.55299997,.25,LTU,105.4,95.199997,104.2,110.4,.378,74.900002,15.829,15.626058,89.900002,96.800003,69.375,Lithuania,1,1,.37799999,15.829,1,89.900002,.14288399,4.6577625,4.6463122,.041141912
Lithuania,2017,6.2729998,10.427,.926,66,.74900001,-.17900001,.79000002,.58999997,.19499999,LTU,114.8,103.3,109.4,110.8,.374,75.800003,15.571,15.016154,89,99.699997,70.375,Lithuania,1,1,.37400001,15.571,1,89,.13987601,4.7431917,4.6950111,.048698805
Lithuania,2018,6.309,10.476,.92900002,66.349998,.699,-.243,.852,.51800001,.214,LTU,123.2,104.8,114.4,117.2,.361,76,16.645,15.042253,89.199997,99.699997,72.400002,Lithuania,1,1,.361,16.645,1,89.199997,.130321,4.8138089,4.7397013,.044690188
Lithuania,2019,6.0640001,10.524,.91799998,66.699997,.77999997,-.25799999,.78299999,.56800002,.27599999,LTU,131.60001,104,119.7,126.2,.357,76.5,17.275,14.881729,90.300003,96.5,72.974998,Lithuania,1,1,.35699999,17.275,1,90.300003,.12744899,4.8797669,4.7849884,.045287494
Luxembourg,2012,6.9640002,11.627,.91399997,70.900002,.917,.048,.403,.72600001,.227,LUX,86.599998,90.099998,89.300003,96.099998,,81.5,21.528999,22.355837,67.400002,90.199997,65.849998,Luxembourg,0,1,0,21.528999,1,67.400002,0,4.4612999,4.4920015,
Luxembourg,2013,7.131,11.636,.917,71.099998,.79000002,-.064999998,.301,.60100001,.185,LUX,90.900002,93.300003,92.300003,97.400002,,81.900002,21.712999,23.199581,69,91.5,65.724998,Luxembourg,0,1,0,21.712999,1,69,0,4.5097599,4.525044,.033042651
Luxembourg,2014,6.8909998,11.638,.875,71.300003,.93800002,.097000003,.366,.75999999,.17,LUX,94.900002,96.5,95.699997,98.400002,,82.300003,21.601999,23.519941,69,94.599998,66.625,Luxembourg,0,1,0,21.601999,1,69,0,4.5528235,4.5612183,.036174092
Luxembourg,2015,6.7020001,11.637,.93400002,71.5,.93199998,.044,.375,.72799999,.193,LUX,100,100,100,100,.306,82.400002,21.351,23.777891,70,100,66.150002,Luxembourg,1,1,.30599999,21.351,1,70,.093635999,4.6051702,4.6051702,.043951921
Luxembourg,2016,6.967,11.664,.94099998,71.525002,.88200003,.011,.35600001,.70599997,.192,LUX,106,105.1,105.2,100.9,.305,82.699997,21.066,23.546751,70.300003,106,65.574997,Luxembourg,1,1,.30500001,21.066,1,70.300003,.093025006,4.6634393,4.6558633,.050693084
Luxembourg,2017,7.0609999,11.653,.90499997,71.550003,.903,.035999998,.33000001,.72600001,.184,LUX,112,109.7,108.7,102,.327,82.099998,21.521999,23.215797,70.699997,106.9,66.275002,Luxembourg,1,1,.32699999,21.521999,1,70.699997,.106929,4.7184987,4.688592,.032728493
Luxembourg,2018,7.243,11.645,.90200001,71.574997,.884,-.028000001,.38499999,.71499997,.20200001,LUX,119.9,116,114.3,103.3,.318,82.300003,21.926001,22.689556,67.800003,111.9,67.099998,Luxembourg,1,1,.31799999,21.926001,1,67.800003,.101124,4.7866583,4.7388268,.050234832
Luxembourg,2019,7.4039998,11.649,.912,71.599998,.93000001,-.050999999,.38999999,.74199998,.212,LUX,132,126,124.2,104.7,.305,82.699997,22.507999,22.218657,66.800003,119,67.949997,Luxembourg,1,1,.30500001,22.507999,1,66.800003,.093025006,4.882802,4.8218932,.083066545
Mexico,2012,7.3200002,9.8439999,.76700002,65.379997,.78799999,-.098999999,.63300002,.722,.278,MEX,84.400002,89.800003,91.400002,94,.457,74.900002,7.2280002,17.388086,68.5,,60.908909,Mexico,1,1,.45699999,7.2280002,1,68.5,.20884898,4.4355674,4.5152454,
Mexico,2013,7.4429998,9.8439999,.759,65.519997,.73900002,-.171,.61500001,.75,.223,MEX,88.699997,92.400002,93.900002,96,,75.199997,7.5650001,16.996328,,,60.842201,Mexico,0,1,0,7.5650001,0,0,0,4.48526,4.5422306,.026984908
Mexico,2014,6.6799998,9.8599997,.78200001,65.660004,.77899998,-.101,.63,.75999999,.229,MEX,92.5,94.400002,93.199997,98,.459,75.099998,7.552,17.048761,71.699997,,60.408051,Mexico,1,1,.45899999,7.552,1,71.699997,.21068099,4.5272088,4.5347476,-.0074827136
Mexico,2015,6.2360001,9.8800001,.76099998,65.800003,.71899998,-.15800001,.708,.70599997,.237,MEX,100,100,100,100,,75.099998,7.658,16.004519,,,60.745152,Mexico,0,1,0,7.658,0,0,0,4.6051702,4.6051702,.0704225
Mexico,2016,6.8239999,9.8950005,.89300001,65.800003,.75199997,-.16,.80900002,.80199999,.22,MEX,107.3,105,101.6,102.2,.459,74.800003,7.487,16.27149,68.900002,,61.047169,Mexico,1,1,.45899999,7.487,1,68.900002,.21068099,4.6756287,4.6210437,.015873333
Mexico,2017,6.4099998,9.9049997,.80000001,65.800003,.861,-.208,.801,.77499998,.23100001,MEX,115.7,110.5,103.7,104.7,,74.800003,7.4070001,16.892448,,,61.194061,Mexico,0,1,0,7.4070001,0,0,0,4.7510004,4.6415019,.020458566
Mexico,2018,6.5500002,9.9169998,.85799998,65.800003,.81599998,-.186,.80900002,.815,.213,MEX,126,117.3,108.1,107.4,.418,74.900002,7.105,16.884218,68.300003,,61.59449,Mexico,1,1,.41800001,7.105,1,68.300003,.17472401,4.8362818,4.6830568,.041554626
Mexico,2019,6.4320002,9.9069996,.852,65.800003,.903,-.148,.80900002,.80299997,.252,MEX,136.7,123.9,114.5,110.4,,74.800003,7.355,16.525597,,,62.263489,Mexico,0,1,0,7.355,0,0,0,4.9177885,4.7405748,.057518113
Netherlands,2012,7.4710002,10.856,.93900001,70.980003,.87699997,.28200001,.43399999,.75300002,.226,NLD,101.9,114.1,104.9,89.300003,.293,81.199997,23.877001,23.436363,56.599998,106.6,75.900002,Netherlands,1,1,.29300001,23.877001,1,56.599998,.085849009,4.623992,4.6530075,
Netherlands,2013,7.4070001,10.852,.92500001,71.019997,.91900003,.29899999,.505,.76499999,.235,NLD,95.800003,103.4,96.699997,92.699997,.287,81.400002,24.07,24.196527,56.400002,99.400002,75.099998,Netherlands,1,1,.287,24.07,1,56.400002,.082369,4.5622625,4.5716133,-.081394158
Netherlands,2014,7.3210001,10.863,.90899998,71.059998,.91000003,.32600001,.45699999,.77600002,.221,NLD,96.599998,99.800003,96.699997,96.800003,.305,81.800003,23.85,24.247944,56.5,98,74.650002,Netherlands,1,1,.30500001,23.85,1,56.5,.093025006,4.5705786,4.5716133,0
Netherlands,2015,7.3239999,10.878,.87900001,71.099998,.90399998,.25600001,.412,.74199998,.20200001,NLD,100,100,100,100,.305,81.599998,23.955,24.449423,56.5,100,75.650002,Netherlands,1,1,.30500001,23.955,1,56.5,.093025006,4.6051702,4.6051702,.033556815
Netherlands,2016,7.5409999,10.894,.926,71.175003,.90700001,.233,.433,.73699999,.215,NLD,105.3,103.1,104.6,102.1,.292,81.699997,23.813999,24.359343,58.200001,102.9,76.375,Netherlands,1,1,.292,23.813999,1,58.200001,.085263997,4.6568136,4.6501436,.044973351
Netherlands,2017,7.4590001,10.917,.93699998,71.25,.92000002,.245,.36300001,.72899997,.185,NLD,113.8,109.5,110.8,103.9,.298,81.800003,23.25,24.027481,58.200001,109.3,77.375,Netherlands,1,1,.29800001,23.25,1,58.200001,.088804007,4.7344427,4.707727,.057583265
Netherlands,2018,7.4629998,10.934,.93900001,71.324997,.92000002,.156,.37099999,.74800003,.205,NLD,124.4,117.4,118.7,106,.295,81.900002,22.875999,24.073793,57.700001,114.5,78.699997,Netherlands,1,1,.29499999,22.875999,1,57.700001,.087024994,4.8235021,4.7765994,.068872474
Netherlands,2019,7.4250002,10.947,.94099998,71.400002,.88599998,.207,.36000001,.72799999,.23100001,NLD,133.39999,122.9,124.4,108.6,.312,82.199997,22.884001,24.266043,58.099998,117.7,79.699997,Netherlands,1,1,.31200001,22.884001,1,58.099998,.097344004,4.893352,4.8235021,.046902917
New Zealand,2012,7.25,10.565,.93000001,69.839996,.90200001,.28,.289,.78600001,.207,NZL,76.699997,81.900002,78.599998,93.699997,.335,81.199997,22.790001,25.558235,,81.5,71.857773,New Zealand,1,1,.33500001,22.790001,0,0,.112225,4.3399014,4.3643718,
New Zealand,2013,7.2800002,10.585,.958,69.860001,.94400001,.23,.31200001,.778,.15099999,NZL,83.5,87.300003,84.900002,95.699997,.341,81.400002,21.26,25.533373,,86.699997,72.72184,New Zealand,1,1,.34099999,21.26,0,0,.116281,4.4248466,4.441474,.07710243
