"countryname","year","lifeladder","loggdppercapita","socialsupport","healthylifeexpectancyatbirth","freedomtomakelifechoices","generosity","perceptionsofcorruption","positiveaffect","negativeaffect","code","house_price","ptr_ratio","r_house_price","rent_price","gini","life_expectancy","social_expenditure","housing_expenditure_ratio","ownership","pri_ratio","employment_rate","idcode","gini_dum","social_expenditure_dum","gini_dum_int","socialexp_dum_int","owner_dum","owner_dum_int","gini_dum_int_sq","soci_ex_2"
"Greece",2015,5.6230001,10.249,0.83499998,70.400002,0.53200001,-0.27700001,0.824,0.63700002,0.27700001,"GRC",100,100,100,100,0.34,81.099998,26.228001,21.570114,72.900002,100,50.700001,"Greece",1,1,0.34,26.228001,1,72.900002,0.1156,47.6
"Greece",2016,5.303,10.248,0.80299997,70.525002,0.48199999,-0.26499999,0.898,0.59399998,0.336,"GRC",97.599998,100.2,98.5,97.400002,0.333,81.5,26.572001,21.744669,72.400002,98.300003,51.775002,"Greece",1,1,0.333,26.572001,1,72.400002,0.110889,52.1
"Greece",2017,5.1479998,10.261,0.75300002,70.650002,0.43799999,-0.29499999,0.87199998,0.51599997,0.333,"GRC",96.599998,101.5,97.199997,95.199997,0.319,81.400002,25.698,20.698591,72,97,53.224998,"Greece",1,1,0.31900001,25.698,1,72,0.10176101,51.9
"Greece",2018,5.4089999,10.28,0.79400003,70.775002,0.56400001,-0.34,0.86000001,0.56400001,0.255,"GRC",98.400002,106.7,98.900002,92.199997,0.306,81.900002,25.528999,19.649744,72.300003,97.199997,54.525002,"Greece",1,1,0.30599999,25.528999,1,72.300003,0.093635999,51.6
"Greece",2019,5.9520001,10.3,0.89099997,70.900002,0.61400002,-0.29300001,0.84799999,0.56,0.236,"GRC",105.5,114.5,105.9,92.199997,0.312,81.699997,25.577999,19.157375,73.199997,98.099998,56.125,"Greece",1,1,0.31200001,25.577999,1,73.199997,0.097344004,52.4
"Hungary",2012,4.6830001,10.119,0.90600002,66.120003,0.56900001,-0.142,0.93000001,0.58200002,0.315,"HUN",87.099998,91,89.800003,95.800003,0.279,75.300003,22.478001,22.5972,89.199997,98.800003,58.625,"Hungary",1,1,0.27900001,22.478001,1,89.199997,0.077841006,45.8
"Hungary",2013,4.914,10.14,0.87699997,66.279999,0.67400002,-0.119,0.912,0.64700001,0.30700001,"HUN",84.900002,86.900002,86.300003,97.699997,0.286,75.800003,22.169001,21.470558,88.5,92.599998,60.125,"Hungary",1,1,0.28600001,22.169001,1,88.5,0.081796005,44.3
"Hungary",2014,5.1810002,10.184,0.84500003,66.440002,0.49399999,-0.156,0.85500002,0.57800001,0.23800001,"HUN",88.400002,90.300003,88.900002,98,0.281,76,21.322001,19.997786,87.300003,92.400002,63.650002,"Hungary",1,1,0.28099999,21.322001,1,87.300003,0.078960992,42.6
"Hungary",2015,5.3439999,10.223,0.85900003,66.599998,0.55800003,-0.204,0.90799999,0.64999998,0.245,"HUN",100,100,100,100,0.284,75.699997,20.349001,20.172186,83.5,100,65.849998,"Hungary",1,1,0.28400001,20.349001,1,83.5,0.080656007,40.4
"Hungary",2016,5.4489999,10.248,0.89999998,66.75,0.55400002,-0.193,0.92400002,0.58999997,0.243,"HUN",113.4,107.8,112.3,105.2,0.28,76.199997,20.17,20.213242,86,107,68.525002,"Hungary",1,1,0.28,20.17,1,86,0.078400001,43.1
"Hungary",2017,6.0650001,10.292,0.87699997,66.900002,0.66100001,-0.145,0.88599998,0.64399999,0.18099999,"HUN",127.2,117.4,122,108.4,0.289,76,19.434,20.087372,84.699997,109.3,70.175003,"Hungary",1,1,0.289,19.434,1,84.699997,0.083521001,41.6
"Hungary",2018,5.9359999,10.346,0.94099998,67.050003,0.69300002,-0.249,0.91100001,0.59500003,0.20100001,"HUN",145.5,127.7,134.8,113.9,0.28,76.199997,18.615999,20.245195,84.800003,111.5,71.400002,"Hungary",1,1,0.28,18.615999,1,84.800003,0.078400001,40.3
"Hungary",2019,6,10.393,0.94700003,67.199997,0.79799998,-0.20100001,0.884,0.653,0.18000001,"HUN",170.2,136.60001,151,124.6,0.286,76.5,17.636,20.64793,90.800003,117.1,72.224998,"Hungary",1,1,0.28600001,17.636,1,90.800003,0.081796005,38.4
"Iceland",2012,7.5910001,10.788,0.97899997,71.599998,0.90499997,0.235,0.759,0.81699997,0.15700001,"ISL",80.599998,95.699997,86.300003,84.199997,0.252,83,23.521,24.637342,71.900002,93.400002,79.675003,"Iceland",1,1,0.252,23.521,1,71.900002,0.063504003,37.3
"Iceland",2013,7.5009999,10.823,0.96700001,71.699997,0.92299998,0.29899999,0.713,0.80199999,0.156,"ISL",85.199997,94.199997,88,90.400002,0.24,82.099998,23.207001,24.534819,72.800003,94.199997,81.099998,"Iceland",1,1,0.23999999,23.207001,1,72.800003,0.057599999,37.7
"Iceland",2015,7.4980001,10.862,0.98000002,71.900002,0.94,0.294,0.639,0.79400003,0.18000001,"ISL",100,100,100,100,0.257,82.5,22.774,24.023449,72.800003,NA,84.724998,"Iceland",1,1,0.257,22.774,1,72.800003,0.066049002,38.3
"Iceland",2016,7.5100002,10.909,0.98500001,71.925003,0.95200002,0.27399999,0.71899998,0.80800003,0.15800001,"ISL",109.8,105.2,108.7,104.3,0.264,82.199997,22.785,22.980925,73.400002,NA,86.525002,"Iceland",1,1,0.264,22.785,1,73.400002,0.069696002,35.5
"Iceland",2017,7.4759998,10.927,0.96700001,71.949997,0.93900001,0.23999999,0.727,0.82300001,0.148,"ISL",131.2,121.1,131.10001,108.3,0.25,82.599998,24.122,22.925465,NA,NA,86.099998,"Iceland",1,1,0.25,24.122,0,0,0.0625,39.4
"Iceland",2019,7.533,10.943,0.98199999,72,0.95899999,NA,0.699,0.787,0.178,"ISL",148.3,123.2,137.8,120.4,NA,83.199997,25.57,23.42485,NA,NA,84.099998,"Iceland",0,1,0,25.57,0,0,0,43.1
"Ireland",2012,6.9650002,10.89,0.96200001,70.339996,0.90200001,0.29499999,0.57300001,0.72100002,0.237,"IRL",76,75.400002,79,100.8,0.31,80.900002,23.048,22.990093,69.5,79.300003,59.900002,"Ireland",1,1,0.31,23.048,1,69.5,0.096100003,54.2
"Ireland",2013,6.7600002,10.896,0.95499998,70.459999,0.884,0.32499999,0.55800003,0.74400002,0.245,"IRL",77,77,78.800003,100,0.312,81,21.812,23.179098,70.400002,81.199997,61.75,"Ireland",1,1,0.31200001,21.812,1,70.400002,0.097344004,53.7
"Ireland",2014,7.0180001,10.971,0.96799999,70.580002,0.92199999,0.257,0.40599999,0.736,0.229,"IRL",89.699997,90.400002,90.599998,99.300003,0.298,81.400002,20.091999,23.276594,69.400002,93.800003,63.125,"Ireland",1,1,0.29800001,20.091999,1,69.400002,0.088804007,53.5
"Ireland",2015,6.8299999,11.18,0.95300001,70.699997,0.89200002,0.226,0.40900001,0.74800003,0.22499999,"IRL",100,100,100,100,0.298,81.5,15.196,24.090488,70.900002,100,64.699997,"Ireland",1,1,0.29800001,15.196,1,70.900002,0.088804007,52.3
"Ireland",2016,7.0409999,11.189,0.958,70.800003,0.875,0.169,0.39899999,0.74400002,0.211,"IRL",107.5,104.7,106.6,102.7,0.309,81.699997,15.13,23.856428,72.699997,103.7,66.425003,"Ireland",1,1,0.30899999,15.13,1,72.699997,0.095480993,53.9
"Ireland",2017,7.0599999,11.264,0.94300002,70.900002,0.90499997,0.20999999,0.33700001,0.77100003,0.213,"IRL",119.2,111.8,116.9,106.6,0.295,82.199997,14.181,24.695566,71.599998,109.3,67.574997,"Ireland",1,1,0.29499999,14.181,1,71.599998,0.087024994,54.2
"Ireland",2018,6.9619999,11.334,0.93800002,71,0.861,0.138,0.36199999,0.75400001,0.213,"IRL",131.39999,118.1,127,111.3,0.292,82.199997,13.519,25.63793,71.5,117.3,68.474998,"Ireland",1,1,0.292,13.519,1,71.5,0.085263997,53.3
"Ireland",2019,7.2550001,11.373,0.94400001,71.099998,0.89200002,0.067000002,0.373,0.75800002,0.223,"IRL",134.39999,115.5,127.8,116.4,0.293,82.800003,12.868,25.763174,70.099998,113.8,69.449997,"Ireland",1,1,0.29300001,12.868,1,70.099998,0.085849009,53
"Israel",2012,7.1110001,10.487,0.903,71.559998,0.68099999,0.147,0.86199999,0.611,0.31900001,"ISR",81.400002,86.199997,83,94.5,0.371,81.800003,15.409,23.693052,NA,91.199997,66.5,"Israel",1,1,0.37099999,15.409,0,0,0.137641,37.7
"Israel",2013,7.3210001,10.512,0.90899998,71.639999,0.73900002,0.145,0.84899998,0.64899999,0.40900001,"ISR",88.800003,92,88.699997,96.599998,0.36,82.099998,15.456,23.767206,NA,94.5,67.058327,"Israel",1,1,0.36000001,15.456,0,0,0.1296,37.7
"Israel",2014,7.401,10.531,0.889,71.720001,0.70700002,0.088,0.81800002,0.56699997,0.271,"ISR",94.5,96,93.900002,98.400002,0.365,82.199997,15.451,24.14682,NA,96.900002,67.866669,"Israel",1,1,0.36500001,15.451,0,0,0.13322501,39.2
"Israel",2015,7.079,10.536,0.86400002,71.800003,0.75300002,0.103,0.78899997,0.65200001,0.25600001,"ISR",100,100,100,100,0.36,82.199997,15.475,24.495844,NA,100,68.316673,"Israel",1,1,0.36000001,15.475,0,0,0.1296,40.1
"Israel",2016,7.1589999,10.56,0.88999999,71.949997,0.77200001,0.147,0.80400002,0.602,0.26300001,"ISR",107.5,106.1,108.3,101.3,0.346,82.5,15.495,24.287422,NA,104.6,68.574997,"Israel",1,1,0.34599999,15.495,0,0,0.11971599,39.7
"Israel",2017,7.3309999,10.583,0.91600001,72.099998,0.76800001,0.138,0.79299998,0.62099999,0.27599999,"ISR",111.6,108.6,112.4,102.9,0.344,82.699997,16.131001,24.53068,NA,NA,69.025002,"Israel",1,1,0.34400001,16.131001,0,0,0.11833601,40.9
"Israel",2018,6.927,10.603,0.91000003,72.25,0.72500002,0.048,0.76999998,0.61199999,0.28200001,"ISR",110.7,106.1,110.7,104.4,0.348,82.900002,16.141001,24.711958,NA,NA,69.033333,"Israel",1,1,0.34799999,16.141001,0,0,0.12110399,40.1
"Israel",2019,7.3319998,10.625,0.94599998,72.400002,0.83399999,0.078000002,0.74299997,0.59799999,0.266,"ISR",112.8,106.5,112,105.9,0.342,82.900002,16.346001,24.937626,NA,NA,68.941673,"Israel",1,1,0.34200001,16.346001,0,0,0.116964,41.2
"Italy",2012,5.8390002,10.633,0.86900002,71.300003,0.56999999,0.107,0.90799999,0.65100002,0.38800001,"ITA",116.7,118,118.4,98.900002,0.33,82.400002,28.482,23.086292,73.300003,119.4,56.075001,"Italy",1,1,0.33000001,28.482,1,73.300003,0.10890001,53.9
"Italy",2013,6.0089998,10.603,0.91600001,71.400002,0.49900001,-0.108,0.94300002,0.70200002,0.35699999,"ITA",109.1,108.9,109.5,100.2,0.325,82.900002,29.006001,23.705685,72,111.6,54.950001,"Italy",1,1,0.32499999,29.006001,1,72,0.10562499,54.7
"Italy",2014,6.027,10.594,0.898,71.5,0.62400001,-0.071000002,0.92000002,0.65899998,0.35600001,"ITA",104,104.1,104.1,99.900002,0.326,83.199997,29.195999,23.354218,71.800003,105.5,55.275002,"Italy",1,1,0.32600001,29.195999,1,71.800003,0.10627601,55.3
"Italy",2015,5.848,10.603,0.90899998,71.599998,0.57499999,-0.07,0.91299999,0.64600003,0.329,"ITA",100,100,100,100,0.333,82.699997,29.357,23.221367,72.099998,100,56.025002,"Italy",1,1,0.333,29.357,1,72.099998,0.110889,56.3
"Italy",2016,5.9549999,10.617,0.92699999,71.675003,0.62400001,-0.086000003,0.903,0.63200003,0.33899999,"ITA",100.3,99.900002,99.699997,100.3,0.327,83.400002,28.908001,22.901302,71.199997,98.699997,57.049999,"Italy",1,1,0.32699999,28.908001,1,71.199997,0.106929,56.9
"Italy",2017,6.1989999,10.635,0.92000002,71.75,0.63300002,-0.041000001,0.86699998,0.61299998,0.32300001,"ITA",99.199997,98.699997,97.300003,100.5,0.334,83.099998,28.621,22.60346,71.5,95.400002,57.875,"Italy",1,1,0.33399999,28.621,1,71.5,0.11155599,56.7
"Italy",2018,6.5170002,10.647,0.91299999,71.824997,0.64999998,-0.027000001,0.88800001,0.59799999,0.403,"ITA",98.599998,97.800003,95.5,100.9,0.33,83.400002,28.471001,22.49172,71.300003,93.300003,58.5,"Italy",1,1,0.33000001,28.471001,1,71.300003,0.10890001,56.9
"Italy",2019,6.4450002,10.663,0.838,71.900002,0.70899999,-0.088,0.866,0.56900001,0.32800001,"ITA",98.5,97.400002,94.599998,101.2,0.325,83.599998,28.700001,22.463226,71.599998,92.300003,59.049999,"Italy",1,1,0.32499999,28.700001,1,71.599998,0.10562499,57.2
"Japan",2012,5.9679999,10.565,0.90499997,73.239998,0.75300002,NA,0.69199997,0.708,0.171,"JPN",94.599998,93.5,96.900002,101.1,NA,83.199997,22.384001,26.682379,NA,96.400002,70.618584,"Japan",0,1,0,22.384001,0,0,0,54.1
"Japan",2013,5.9590001,10.586,0.92400002,73.360001,0.82099998,-0.154,0.64999998,0.71899998,0.175,"JPN",96.099998,95.5,98.699997,100.7,NA,83.400002,22.370001,26.178228,NA,97.699997,71.758499,"Japan",0,1,0,22.370001,0,0,0,54.1
"Japan",2014,5.9229999,10.59,0.89999998,73.480003,0.838,-0.146,0.61699998,0.68699998,0.189,"JPN",97.599998,97.400002,98.199997,100.3,NA,83.699997,22.104,25.921696,NA,99.099998,72.760696,"Japan",0,1,0,22.104,0,0,0,54.3
"Japan",2015,5.8800001,10.607,0.92299998,73.599998,0.83200002,-0.162,0.65399998,0.70200002,0.176,"JPN",100,100,100,100,NA,83.900002,22.389999,25.324617,NA,100,73.397102,"Japan",0,1,0,22.389999,0,0,0,56.5
"Japan",2016,5.9549999,10.615,0.89999998,73.724998,0.83600003,-0.068999998,0.69800001,0.69,0.192,"JPN",102.2,102.5,102.6,99.699997,NA,84.099998,22.365999,25.102879,NA,101,74.522774,"Japan",0,1,0,22.365999,0,0,0,56.9
"Japan",2017,5.9109998,10.632,0.88200003,73.849998,0.84899998,-0.213,0.65899998,0.69199997,0.176,"JPN",104.8,105.4,104.8,99.400002,NA,84.199997,22.43,24.944876,NA,102.4,75.500687,"Japan",0,1,0,22.43,0,0,0,57.8
"Japan",2018,5.7940001,10.64,0.88599998,73.974998,0.773,-0.26800001,0.68699998,0.64899999,0.185,"JPN",106.8,107.6,106.1,99.300003,0.334,84.300003,22.534,24.727076,NA,103.1,77.1633,"Japan",1,1,0.33399999,22.534,0,0,0.11155599,57.8
"Japan",2019,5.908,10.637,0.87800002,74.099998,0.80599999,-0.26100001,0.61699998,0.69300002,0.19400001,"JPN",108.6,109.3,107.3,99.300003,NA,84.400002,23.107,24.649378,NA,102.9,78.114212,"Japan",0,1,0,23.107,0,0,0,56.2
"Latvia",2012,5.125,10.085,0.85100001,64.900002,0.56400001,-0.044,0.89499998,0.588,0.23199999,"LVA",91.400002,102.1,92.400002,89.5,0.346,74.099998,15.322,22.761055,79.900002,106.8,62.775002,"Latvia",1,1,0.34599999,15.322,1,79.900002,0.11971599,39.5
"Latvia",2013,5.0700002,10.115,0.83399999,65.199997,0.63099998,-0.079000004,0.83700001,0.60500002,0.227,"LVA",97.599998,103.2,98.5,94.599998,0.351,74.300003,15.54,21.523216,79.900002,109.8,64.849998,"Latvia",1,1,0.35100001,15.54,1,79.900002,0.12320101,40.3
"Latvia",2014,5.7290001,10.143,0.88099998,65.5,0.671,-0.048999999,0.80400002,0.60500002,0.226,"LVA",103.5,104.2,103.6,99.300003,0.349,74.5,15.377,22.091421,79.800003,110.2,66.125,"Latvia",1,1,0.34900001,15.377,1,79.800003,0.121801,39.5
"Latvia",2015,5.881,10.19,0.87900001,65.800003,0.65600002,-0.083999999,0.80800003,0.55900002,0.228,"LVA",100,100,100,100,0.346,74.800003,15.712,21.276258,78.400002,100,68.050003,"Latvia",1,1,0.34599999,15.712,1,78.400002,0.11971599,40.7
"Latvia",2016,5.9400001,10.222,0.917,65.900002,0.685,-0.163,0.86799997,0.583,0.23100001,"LVA",108.5,110,107.7,98.599998,0.346,74.900002,15.973,21.211597,79.5,102.1,68.574997,"Latvia",1,1,0.34599999,15.973,1,79.5,0.11971599,42.6
"Latvia",2017,5.9780002,10.264,0.89499998,66,0.69999999,-0.161,0.79799998,0.565,0.23199999,"LVA",118,120.1,113.9,98.300003,0.355,74.900002,15.812,20.846832,79.300003,103.1,69.974998,"Latvia",1,1,0.35499999,15.812,1,79.300003,0.12602499,40.9
"Latvia",2018,5.901,10.311,0.91299999,66.099998,0.60799998,-0.21799999,0.79900002,0.52100003,0.192,"LVA",129.3,126.3,121.6,102.4,0.351,75.099998,16.142,20.801981,79.800003,104.4,71.724998,"Latvia",1,1,0.35100001,16.142,1,79.800003,0.12320101,41
"Latvia",2019,5.9699998,10.343,0.93599999,66.199997,0.69800001,-0.2,0.78899997,0.537,0.212,"LVA",140.89999,131.5,128.2,107.1,0.344,75.699997,16.523001,21.103004,78,107.6,72.224998,"Latvia",1,1,0.34400001,16.523001,1,78,0.11833601,43.3
"Lithuania",2012,5.7709999,10.216,0.91900003,64.699997,0.50300002,-0.27900001,0.95700002,0.55699998,0.27700001,"LTU",89.599998,125.6,89.5,71.199997,0.35,74.099998,16.475,16.691998,91.800003,100.2,62.025002,"Lithuania",1,1,0.34999999,16.475,1,91.800003,0.12249999,45.1
"Lithuania",2013,5.5960002,10.261,0.91299999,64.900002,0.55599999,-0.242,0.93599999,0.54000002,0.294,"LTU",90.599998,119.4,89.699997,75.800003,0.351,74.099998,15.457,16.598103,91.199997,96.099998,63.724998,"Lithuania",1,1,0.35100001,15.457,1,91.199997,0.12320101,43.1
"Lithuania",2014,6.1259999,10.304,0.90799999,65.099998,0.50800002,-0.26899999,0.95599997,0.565,0.287,"LTU",96.5,113.7,95.5,84.699997,0.38,74.699997,15.621,16.515539,89.900002,100.3,65.650002,"Lithuania",1,1,0.38,15.621,1,89.900002,0.1444,44.6
"Lithuania",2015,5.711,10.334,0.92900002,65.300003,0.64099997,-0.259,0.92400002,0.53399998,0.27599999,"LTU",100,100,100,100,0.372,74.599998,16.030001,15.655725,89.699997,100,67.25,"Lithuania",1,1,0.37200001,16.030001,1,89.699997,0.138384,44.9
"Lithuania",2016,5.8660002,10.371,0.93800002,65.650002,0.61400002,-0.27200001,0.949,0.55299997,0.25,"LTU",105.4,95.199997,104.2,110.4,0.378,74.900002,15.829,15.626058,89.900002,96.800003,69.375,"Lithuania",1,1,0.37799999,15.829,1,89.900002,0.14288399,45.5
"Lithuania",2017,6.2729998,10.427,0.926,66,0.74900001,-0.17900001,0.79000002,0.58999997,0.19499999,"LTU",114.8,103.3,109.4,110.8,0.374,75.800003,15.571,15.016154,89,99.699997,70.375,"Lithuania",1,1,0.37400001,15.571,1,89,0.13987601,46.1
"Lithuania",2018,6.309,10.476,0.92900002,66.349998,0.699,-0.243,0.852,0.51800001,0.214,"LTU",123.2,104.8,114.4,117.2,0.361,76,16.645,15.042253,89.199997,99.699997,72.400002,"Lithuania",1,1,0.361,16.645,1,89.199997,0.130321,48.2
"Lithuania",2019,6.0640001,10.524,0.91799998,66.699997,0.77999997,-0.25799999,0.78299999,0.56800002,0.27599999,"LTU",131.60001,104,119.7,126.2,0.357,76.5,17.275,14.881729,90.300003,96.5,72.974998,"Lithuania",1,1,0.35699999,17.275,1,90.300003,0.12744899,48.9
"Luxembourg",2012,6.9640002,11.627,0.91399997,70.900002,0.917,0.048,0.403,0.72600001,0.227,"LUX",86.599998,90.099998,89.300003,96.099998,NA,81.5,21.528999,22.355837,67.400002,90.199997,65.849998,"Luxembourg",0,1,0,21.528999,1,67.400002,0,49.6
"Luxembourg",2013,7.131,11.636,0.917,71.099998,0.79000002,-0.064999998,0.301,0.60100001,0.185,"LUX",90.900002,93.300003,92.300003,97.400002,NA,81.900002,21.712999,23.199581,69,91.5,65.724998,"Luxembourg",0,1,0,21.712999,1,69,0,50.7
"Luxembourg",2014,6.8909998,11.638,0.875,71.300003,0.93800002,0.097000003,0.366,0.75999999,0.17,"LUX",94.900002,96.5,95.699997,98.400002,NA,82.300003,21.601999,23.519941,69,94.599998,66.625,"Luxembourg",0,1,0,21.601999,1,69,0,51.3
"Luxembourg",2015,6.7020001,11.637,0.93400002,71.5,0.93199998,0.044,0.375,0.72799999,0.193,"LUX",100,100,100,100,0.306,82.400002,21.351,23.777891,70,100,66.150002,"Luxembourg",1,1,0.30599999,21.351,1,70,0.093635999,50.9
"Luxembourg",2016,6.967,11.664,0.94099998,71.525002,0.88200003,0.011,0.35600001,0.70599997,0.192,"LUX",106,105.1,105.2,100.9,0.305,82.699997,21.066,23.546751,70.300003,106,65.574997,"Luxembourg",1,1,0.30500001,21.066,1,70.300003,0.093025006,50.6
"Luxembourg",2017,7.0609999,11.653,0.90499997,71.550003,0.903,0.035999998,0.33000001,0.72600001,0.184,"LUX",112,109.7,108.7,102,0.327,82.099998,21.521999,23.215797,70.699997,106.9,66.275002,"Luxembourg",1,1,0.32699999,21.521999,1,70.699997,0.106929,50.1
"Luxembourg",2018,7.243,11.645,0.90200001,71.574997,0.884,-0.028000001,0.38499999,0.71499997,0.20200001,"LUX",119.9,116,114.3,103.3,0.318,82.300003,21.926001,22.689556,67.800003,111.9,67.099998,"Luxembourg",1,1,0.31799999,21.926001,1,67.800003,0.101124,49.7
"Luxembourg",2019,7.4039998,11.649,0.912,71.599998,0.93000001,-0.050999999,0.38999999,0.74199998,0.212,"LUX",132,126,124.2,104.7,0.305,82.699997,22.507999,22.218657,66.800003,119,67.949997,"Luxembourg",1,1,0.30500001,22.507999,1,66.800003,0.093025006,50.2
"Mexico",2012,7.3200002,9.8439999,0.76700002,65.379997,0.78799999,-0.098999999,0.63300002,0.722,0.278,"MEX",84.400002,89.800003,91.400002,94,0.457,74.900002,7.2280002,17.388086,68.5,NA,60.908909,"Mexico",1,1,0.45699999,7.2280002,1,68.5,0.20884898,25.3
"Mexico",2013,7.4429998,9.8439999,0.759,65.519997,0.73900002,-0.171,0.61500001,0.75,0.223,"MEX",88.699997,92.400002,93.900002,96,NA,75.199997,7.5650001,16.996328,NA,NA,60.842201,"Mexico",0,1,0,7.5650001,0,0,0,26.6
"Mexico",2014,6.6799998,9.8599997,0.78200001,65.660004,0.77899998,-0.101,0.63,0.75999999,0.229,"MEX",92.5,94.400002,93.199997,98,0.459,75.099998,7.552,17.048761,71.699997,NA,60.408051,"Mexico",1,1,0.45899999,7.552,1,71.699997,0.21068099,26.9
"Mexico",2015,6.2360001,9.8800001,0.76099998,65.800003,0.71899998,-0.15800001,0.708,0.70599997,0.237,"MEX",100,100,100,100,NA,75.099998,7.658,16.004519,NA,NA,60.745152,"Mexico",0,1,0,7.658,0,0,0,27.2
"Mexico",2016,6.8239999,9.8950005,0.89300001,65.800003,0.75199997,-0.16,0.80900002,0.80199999,0.22,"MEX",107.3,105,101.6,102.2,0.459,74.800003,7.487,16.27149,68.900002,NA,61.047169,"Mexico",1,1,0.45899999,7.487,1,68.900002,0.21068099,28.1
"Mexico",2017,6.4099998,9.9049997,0.80000001,65.800003,0.861,-0.208,0.801,0.77499998,0.23100001,"MEX",115.7,110.5,103.7,104.7,NA,74.800003,7.4070001,16.892448,NA,NA,61.194061,"Mexico",0,1,0,7.4070001,0,0,0,28.4
"Mexico",2018,6.5500002,9.9169998,0.85799998,65.800003,0.81599998,-0.186,0.80900002,0.815,0.213,"MEX",126,117.3,108.1,107.4,0.418,74.900002,7.105,16.884218,68.300003,NA,61.59449,"Mexico",1,1,0.41800001,7.105,1,68.300003,0.17472401,25.9
"Mexico",2019,6.4320002,9.9069996,0.852,65.800003,0.903,-0.148,0.80900002,0.80299997,0.252,"MEX",136.7,123.9,114.5,110.4,NA,74.800003,7.355,16.525597,NA,NA,62.263489,"Mexico",0,1,0,7.355,0,0,0,27.2
"Netherlands",2012,7.4710002,10.856,0.93900001,70.980003,0.87699997,0.28200001,0.43399999,0.75300002,0.226,"NLD",101.9,114.1,104.9,89.300003,0.293,81.199997,23.877001,23.436363,56.599998,106.6,75.900002,"Netherlands",1,1,0.29300001,23.877001,1,56.599998,0.085849009,38.1
"Netherlands",2013,7.4070001,10.852,0.92500001,71.019997,0.91900003,0.29899999,0.505,0.76499999,0.235,"NLD",95.800003,103.4,96.699997,92.699997,0.287,81.400002,24.07,24.196527,56.400002,99.400002,75.099998,"Netherlands",1,1,0.287,24.07,1,56.400002,0.082369,38.7
"Netherlands",2014,7.3210001,10.863,0.90899998,71.059998,0.91000003,0.32600001,0.45699999,0.77600002,0.221,"NLD",96.599998,99.800003,96.699997,96.800003,0.305,81.800003,23.85,24.247944,56.5,98,74.650002,"Netherlands",1,1,0.30500001,23.85,1,56.5,0.093025006,38.9
"Netherlands",2015,7.3239999,10.878,0.87900001,71.099998,0.90399998,0.25600001,0.412,0.74199998,0.20200001,"NLD",100,100,100,100,0.305,81.599998,23.955,24.449423,56.5,100,75.650002,"Netherlands",1,1,0.30500001,23.955,1,56.5,0.093025006,39.2
"Netherlands",2016,7.5409999,10.894,0.926,71.175003,0.90700001,0.233,0.433,0.73699999,0.215,"NLD",105.3,103.1,104.6,102.1,0.292,81.699997,23.813999,24.359343,58.200001,102.9,76.375,"Netherlands",1,1,0.292,23.813999,1,58.200001,0.085263997,40
"Netherlands",2017,7.4590001,10.917,0.93699998,71.25,0.92000002,0.245,0.36300001,0.72899997,0.185,"NLD",113.8,109.5,110.8,103.9,0.298,81.800003,23.25,24.027481,58.200001,109.3,77.375,"Netherlands",1,1,0.29800001,23.25,1,58.200001,0.088804007,39.2
"Netherlands",2018,7.4629998,10.934,0.93900001,71.324997,0.92000002,0.156,0.37099999,0.74800003,0.205,"NLD",124.4,117.4,118.7,106,0.295,81.900002,22.875999,24.073793,57.700001,114.5,78.699997,"Netherlands",1,1,0.29499999,22.875999,1,57.700001,0.087024994,38.6
"Netherlands",2019,7.4250002,10.947,0.94099998,71.400002,0.88599998,0.207,0.36000001,0.72799999,0.23100001,"NLD",133.39999,122.9,124.4,108.6,0.312,82.199997,22.884001,24.266043,58.099998,117.7,79.699997,"Netherlands",1,1,0.31200001,22.884001,1,58.099998,0.097344004,38.7
"New Zealand",2012,7.25,10.565,0.93000001,69.839996,0.90200001,0.28,0.289,0.78600001,0.207,"NZL",76.699997,81.900002,78.599998,93.699997,0.335,81.199997,22.790001,25.558235,NA,81.5,71.857773,"New Zealand",1,1,0.33500001,22.790001,0,0,0.112225,53.8
"New Zealand",2013,7.2800002,10.585,0.958,69.860001,0.94400001,0.23,0.31200001,0.778,0.15099999,"NZL",83.5,87.300003,84.900002,95.699997,0.341,81.400002,21.26,25.533373,NA,86.699997,72.72184,"New Zealand",1,1,0.34099999,21.26,0,0,0.116281,52.6
"New Zealand",2014,7.3060002,10.605,0.94199997,69.879997,0.93199998,0.34099999,0.273,0.80699998,0.199,"NZL",89,91,89.699997,97.699997,0.341,81.400002,21.129,25.48674,NA,92.599998,74.173126,"New Zealand",1,1,0.34099999,21.129,0,0,0.116281,52.8
"New Zealand",2015,7.4180002,10.622,0.98699999,69.900002,0.94199997,0.322,0.186,0.79500002,0.16,"NZL",100,100,100,100,0.325,81.5,20.040001,25.140055,NA,100,74.249672,"New Zealand",1,1,0.32499999,20.040001,0,0,0.10562499,51.4
"New Zealand",2016,7.2259998,10.637,0.93699998,69.974998,0.92699999,0.259,0.278,0.77700001,0.207,"NZL",114.2,111.7,113.4,102.2,0.333,81.599998,19.65,24.784075,NA,108.8,75.577507,"New Zealand",1,1,0.333,19.65,0,0,0.110889,50.3
"New Zealand",2017,7.3270001,10.65,0.95499998,70.050003,0.94199997,0.287,0.222,0.76300001,0.17200001,"NZL",121.6,116.4,118.9,104.5,0.335,81.699997,18.652,24.820717,NA,111.6,76.916023,"New Zealand",1,1,0.33500001,18.652,0,0,0.112225,49.1
