"countryname","year","lifeladder","loggdppercapita","socialsupport","healthylifeexpectancyatbirth","freedomtomakelifechoices","generosity","perceptionsofcorruption","positiveaffect","negativeaffect","code","house_price","ptr_ratio","r_house_price","rent_price","gini","life_expectancy","social_expenditure","housing_expenditure_ratio","ownership","pri_ratio","employment_rate","idcode","gini_dum","social_expenditure_dum","gini_dum_int","socialexp_dum_int","owner_dum","owner_dum_int","gini_dum_int_sq","soci_ex_2"
"New Zealand",2018,7.3699999,10.667,0.954,70.125,0.949,0.113,0.207,0.78500003,0.168,"NZL",126,117.8,121.6,106.9,0.33,81.699997,19.455,24.903677,NA,110.3,77.495483,"New Zealand",1,1,0.33000001,19.455,0,0,0.10890001,50.6
"New Zealand",2019,7.2049999,10.675,0.93900001,70.199997,0.912,0.15000001,0.234,0.76499999,0.191,"NZL",129.89999,118.3,123.5,109.8,0.326,82.099998,23.642,25.354048,63.900002,108.4,77.461327,"New Zealand",1,1,0.32600001,23.642,1,63.900002,0.10627601,58.2
"Norway",2012,7.678,11.041,0.94800001,70.599998,0.94700003,0.139,0.368,0.79799998,0.213,"NOR",88.199997,96,94.199997,91.900002,0.253,81.5,22.643999,21.167889,77.400002,102.1,75.75,"Norway",1,1,0.25299999,22.643999,1,77.400002,0.064008996,49.6
"Norway",2014,7.4439998,11.048,0.94099998,71,0.95599997,0.17299999,0.405,0.80199999,0.19400001,"NOR",94.300003,96.900002,96.400002,97.300003,0.257,82.199997,24.059999,21.855932,76.400002,100.5,75.224998,"Norway",1,1,0.257,24.059999,1,76.400002,0.066049002,49.4
"Norway",2015,7.6030002,11.057,0.94700003,71.199997,0.94800001,0.249,0.29899999,0.796,0.20900001,"NOR",100,100,100,100,0.272,82.400002,25.952,22.375015,74.199997,100,74.800003,"Norway",1,1,0.27200001,25.952,1,74.199997,0.073984005,50.1
"Norway",2016,7.5960002,11.06,0.95999998,71.25,0.954,0.125,0.41,0.80900002,0.20900001,"NOR",107,105,103.8,101.9,0.262,82.5,27.25,22.459597,74.400002,106.4,74.300003,"Norway",1,1,0.26199999,27.25,1,74.400002,0.068643995,50.3
"Norway",2017,7.579,11.076,0.94999999,71.300003,0.95300001,0.228,0.25,0.80000001,0.20299999,"NOR",112.4,107.9,106.9,104.1,0.262,82.699997,26.406,22.408859,72.5,108.3,74,"Norway",1,1,0.26199999,26.406,1,72.5,0.068643995,49.8
"Norway",2018,7.4439998,11.077,0.96600002,71.349998,0.95999998,0.086000003,0.26800001,0.78600001,0.212,"NOR",114,107.6,105.9,105.9,0.262,82.800003,25.431,22.84552,72.699997,107,74.800003,"Norway",1,1,0.26199999,25.431,1,72.699997,0.068643995,49.6
"Norway",2019,7.4419999,11.082,0.94199997,71.400002,0.954,0.103,0.271,0.78200001,0.19499999,"NOR",116.8,108.3,106.1,107.8,0.261,83,26.535,22.956568,72.400002,105.8,75.300003,"Norway",1,1,0.26100001,26.535,1,72.400002,0.068121001,49
"Poland",2012,5.8759999,10.137,0.93599999,67.459999,0.81099999,-0.032000002,0.88800001,0.71100003,0.26699999,"POL",101.9,105.9,101.6,96.199997,0.298,76.900002,19.856001,20.520836,80.199997,111.3,58,"Poland",1,1,0.29800001,19.856001,1,80.199997,0.088804007,46
"Poland",2013,5.7459998,10.146,0.912,67.639999,0.77600002,-0.142,0.91600001,0.67500001,0.242,"POL",97.400002,99.800003,96.699997,97.599998,0.299,77.099998,20.629999,20.061728,81.300003,105.2,58.424999,"Poland",1,1,0.29899999,20.629999,1,81.300003,0.089400999,47.9
"Poland",2014,5.75,10.184,0.92400002,67.82,0.875,-0.068999998,0.898,0.68099999,0.223,"POL",98.5,99.800003,98,98.699997,0.297,77.800003,20.313,19.931118,81.099998,100.9,60.200001,"Poland",1,1,0.29699999,20.313,1,81.099998,0.088208996,47.6
"Poland",2015,6.007,10.228,0.89300001,68,0.79299998,-0.097999997,0.81,0.63099998,0.23999999,"POL",100,100,100,100,0.291,77.5,20.245001,20.169247,80.900002,100,61.599998,"Poland",1,1,0.29100001,20.245001,1,80.900002,0.084681004,48.5
"Poland",2016,6.1620002,10.258,0.917,68.175003,0.87099999,-0.096000001,0.84799999,0.66600001,0.22400001,"POL",101.9,100.5,102.6,101.3,0.285,78,21.216999,19.19463,80.599998,96.800003,63.450001,"Poland",1,1,0.285,21.216999,1,80.599998,0.081225,51.5
"Poland",2017,6.2010002,10.308,0.88200003,68.349998,0.83099997,-0.127,0.639,0.56599998,0.20299999,"POL",105.8,101.4,104.5,104.3,0.275,77.800003,20.816,18.337126,80.699997,95.300003,65.25,"Poland",1,1,0.27500001,20.816,1,80.699997,0.075625002,50.4
"Poland",2018,6.1110001,10.365,0.86299998,68.525002,0.87,-0.25999999,0.72000003,0.62199998,0.176,"POL",112.8,104,109.8,108.4,0.281,77.699997,20.537001,17.777687,81,96.099998,66.675003,"Poland",1,1,0.28099999,20.537001,1,81,0.078960992,49.4
"Poland",2019,6.2420001,10.409,0.87800002,68.699997,0.88300002,-0.237,0.69599998,0.61299998,0.168,"POL",122.6,107.8,116.7,113.7,0.268,78,21.212999,17.972033,81,97.800003,68.474998,"Poland",1,1,0.26800001,21.212999,1,81,0.071824007,50.7
"Portugal",2012,4.994,10.314,0.866,69.779999,0.77399999,-0.103,0.95899999,0.63099998,0.37,"PRT",94.900002,101.4,96.699997,93.599998,0.337,80.599998,24.584999,18.459711,73.300003,98.199997,59.325001,"Portugal",1,1,0.33700001,24.584999,1,73.300003,0.11356901,49.8
"Portugal",2013,5.158,10.31,0.86699998,70.019997,0.78799999,-0.124,0.94599998,0.66500002,0.34799999,"PRT",93.099998,98.300003,94,94.699997,0.341,80.900002,25.688,18.872261,73.099998,96.699997,58.825001,"Portugal",1,1,0.34099999,25.688,1,73.099998,0.116281,50.9
"Portugal",2014,5.1269999,10.324,0.86199999,70.260002,0.847,-0.132,0.94099998,0.66299999,0.35800001,"PRT",97,98.099998,97.800003,98.900002,0.338,81.300003,25.233,19.075008,73.900002,100.8,61.200001,"Portugal",1,1,0.338,25.233,1,73.900002,0.114244,48.3
"Portugal",2015,5.0809999,10.346,0.866,70.5,0.80000001,-0.169,0.94099998,0.62900001,0.37099999,"PRT",100,100,100,100,0.336,81.300003,24.167999,18.75346,73.099998,100,62.799999,"Portugal",1,1,0.336,24.167999,1,73.099998,0.112896,49.6
"Portugal",2016,5.447,10.369,0.90499997,70.625,0.838,-0.23100001,0.92199999,0.65899998,0.32600001,"PRT",107.1,105.3,106,101.7,0.331,81.300003,23.691999,18.322594,73.400002,103.2,64.224998,"Portugal",1,1,0.331,23.691999,1,73.400002,0.109561,52.3
"Portugal",2017,5.711,10.406,0.89999998,70.75,0.90499997,-0.182,0.88099998,0.60799998,0.294,"PRT",117,113.9,113.9,102.7,0.32,81.599998,22.951,17.674004,72.800003,109.5,66.949997,"Portugal",1,1,0.31999999,22.951,1,72.800003,0.1024,50.1
"Portugal",2018,5.9200001,10.435,0.88700002,70.875,0.87699997,-0.26699999,0.88,0.64600003,0.31799999,"PRT",129,123.3,123.6,104.7,0.317,81.5,22.669001,17.438999,72.5,116.2,69.025002,"Portugal",1,1,0.317,22.669001,1,72.5,0.100489,51.9
"Portugal",2019,6.0949998,10.462,0.87599999,71,0.88200003,-0.23999999,0.91500002,0.67500001,0.30000001,"PRT",141.89999,131.39999,134.7,108,0.31,81.900002,22.552999,17.348433,71.900002,122.6,69.849998,"Portugal",1,1,0.31,22.552999,1,71.900002,0.096100003,52.6
"Slovakia",2012,5.9109998,10.188,0.926,66.940002,0.62,-0.032000002,0.90700001,0.58499998,0.30199999,"SVK",92.900002,93.199997,93.900002,99.699997,0.251,76.300003,17.481001,30.197645,90.199997,100.1,61.375,"Slovakia",1,1,0.25099999,17.481001,1,90.199997,0.063000992,NA
"Slovakia",2013,5.9369998,10.193,0.90899998,67.160004,0.59799999,-0.055,0.91500002,0.61199999,0.27700001,"SVK",93.699997,93.699997,93.5,100,0.27,76.599998,17.796,30.095474,90.599998,100.7,61.575001,"Slovakia",1,1,0.27000001,17.796,1,90.599998,0.072900005,NA
"Slovakia",2014,6.1389999,10.219,0.92400002,67.379997,0.63499999,-0.13,0.91399997,0.61900002,0.26699999,"SVK",95,95,94.900002,100,0.247,77,17.889999,30.740376,90.099998,99.900002,62.700001,"Slovakia",1,1,0.24699999,17.889999,1,90.099998,0.061008997,NA
"Slovakia",2015,6.1620002,10.268,0.94300002,67.599998,0.58700001,-0.132,0.92799997,0.63200003,0.26899999,"SVK",100,100,100,100,0.25,76.699997,17.370001,29.811743,89.099998,100,64.525002,"Slovakia",1,1,0.25,17.370001,1,89.099998,0.0625,NA
"Slovakia",2016,5.993,10.286,0.94499999,67.824997,0.69999999,-0.064999998,0.917,0.68800002,0.23199999,"SVK",106.7,106.4,106.9,100.2,0.241,77.300003,17.740999,29.586628,89,103.5,66.699997,"Slovakia",1,1,0.241,17.740999,1,89,0.058080997,NA
"Slovakia",2017,6.3660002,10.314,0.91299999,68.050003,0.71399999,-0.059,0.92000002,0.70899999,0.213,"SVK",112.9,112.3,112.1,100.6,0.22,77.300003,17.624001,28.475328,89.599998,104.6,68.074997,"Slovakia",1,1,0.22,17.624001,1,89.599998,0.0484,NA
"Slovakia",2018,6.2350001,10.352,0.92199999,68.275002,0.75800002,-0.17200001,0.91000003,0.67000002,0.25299999,"SVK",121.3,120.3,118.2,100.8,0.236,77.400002,17.278999,28.09317,90.300003,102.8,69.550003,"Slovakia",1,1,0.236,17.278999,1,90.300003,0.055695999,NA
"Slovakia",2019,6.243,10.375,0.93300003,68.5,0.77100003,-0.133,0.926,0.676,0.252,"SVK",132.39999,130.5,126,101.4,0.222,77.800003,17.552,28.685749,90.300003,107.3,70.425003,"Slovakia",1,1,0.222,17.552,1,90.300003,0.049284,NA
"Slovenia",2012,6.0630002,10.392,0.92500001,69.519997,0.90399998,-0.025,0.89099997,0.59799999,0.28400001,"SVN",112.1,112.3,112.6,99.800003,0.249,80.300003,23.473,19.629826,74.5,114.7,63.575001,"Slovenia",1,1,0.249,23.473,1,74.5,0.062000997,47.6
"Slovenia",2013,5.9749999,10.381,0.93199998,69.68,0.88999999,0.029999999,0.91799998,0.625,0.27399999,"SVN",106.2,107.5,105.3,98.800003,0.254,80.5,23.802,20.432394,75.300003,108.9,62.775002,"Slovenia",1,1,0.25400001,23.802,1,75.300003,0.064516,39.5
"Slovenia",2014,5.678,10.407,0.90799999,69.839996,0.88800001,0.046999998,0.90899998,0.59399998,0.29100001,"SVN",99.199997,101.2,98.400002,98.099998,0.251,81.199997,23.089001,19.72892,75.599998,100.8,63.400002,"Slovenia",1,1,0.25099999,23.089001,1,75.599998,0.063000992,45.4
"Slovenia",2015,5.7410002,10.428,0.90100002,70,0.89600003,0.0020000001,0.89200002,0.64399999,0.26100001,"SVN",100,100,100,100,0.25,80.900002,22.65,19.78458,75.099998,100,64.650002,"Slovenia",1,1,0.25,22.65,1,75.099998,0.0625,46.5
"Slovenia",2016,5.9369998,10.459,0.93400002,70.175003,0.90399998,-0.059999999,0.838,0.597,0.27200001,"SVN",103.3,101.6,103.7,101.6,0.244,81.199997,22.246,19.703632,73.800003,98.800003,65.324997,"Slovenia",1,1,0.244,22.246,1,73.800003,0.059536003,48.2
"Slovenia",2017,6.1669998,10.505,0.92799997,70.349998,0.921,-0.030999999,0.829,0.58200002,0.28600001,"SVN",111.8,104.5,110.6,107,0.243,81.199997,21.485001,19.315779,74.5,102,68.724998,"Slovenia",1,1,0.243,21.485001,1,74.5,0.059048999,48.8
"Slovenia",2018,6.2490001,10.545,0.94099998,70.525002,0.94199997,-0.125,0.83899999,0.60100001,0.27500001,"SVN",121.5,107,117.9,113.6,0.249,81.5,21.325001,18.919928,74.400002,104.5,70.550003,"Slovenia",1,1,0.249,21.325001,1,74.400002,0.062000997,49
"Slovenia",2019,6.665,10.572,0.949,70.699997,0.94499999,-0.108,0.78500003,0.62199998,0.228,"SVN",129.7,109.5,124,118.4,0.246,81.599998,21.472,18.266716,74.300003,105.7,71.275002,"Slovenia",1,1,0.24600001,21.472,1,74.300003,0.060516004,49.7
"South Korea",2012,6.0029998,10.493,0.77499998,71.339996,0.61799997,NA,0.84399998,0.61000001,0.206,"KOR",96.800003,104.3,100.1,92.800003,0.385,80.900002,8.9610004,17.844103,53.799999,112,64.343689,"South Korea",1,1,0.38499999,8.9610004,1,53.799999,0.14822499,NA
"South Korea",2013,5.9590001,10.519,0.79699999,71.559998,0.64200002,-0.056000002,0.83200002,0.58899999,0.189,"KOR",95.800003,100.5,97.900002,95.300003,0.372,81.400002,9.4619999,18.241959,NA,106.4,64.627274,"South Korea",1,1,0.37200001,9.4619999,0,0,0.138384,NA
"South Korea",2014,5.8010001,10.544,0.73799998,71.779999,0.62300003,-0.048999999,0.83399999,0.57499999,0.28299999,"KOR",97.300003,99.800003,98.199997,97.5,0.363,81.800003,9.9099998,18.163183,53.599998,103.4,65.566223,"South Korea",1,1,0.36300001,9.9099998,1,53.599998,0.131769,NA
"South Korea",2015,5.7800002,10.567,0.76800001,72,0.616,-0.041000001,0.84100002,0.56099999,0.244,"KOR",100,100,100,100,0.352,82.099998,10.546,18.103863,NA,100,65.909813,"South Korea",1,1,0.352,10.546,0,0,0.123904,NA
"South Korea",2016,5.9710002,10.592,0.81099999,72.275002,0.59100002,0.02,0.86199999,0.583,0.233,"KOR",101.6,99.800003,100.3,101.9,0.355,82.400002,10.79,17.957373,57.900002,99.300003,66.075661,"South Korea",1,1,0.35499999,10.79,1,57.900002,0.12602499,NA
"South Korea",2017,5.8740001,10.62,0.80699998,72.550003,0.53799999,0.0080000004,0.85100001,0.546,0.235,"KOR",102.9,99.400002,99.5,103.5,0.354,82.699997,10.945,17.825741,59.099998,98,66.629257,"South Korea",1,1,0.354,10.945,1,59.099998,0.12531601,NA
"South Korea",2018,5.8400002,10.645,0.79799998,72.824997,0.60000002,-0.094999999,0.79699999,0.579,0.21699999,"KOR",104.3,100.1,99.5,104.1,0.345,82.699997,11.756,17.65476,58.700001,95.5,66.613243,"South Korea",1,1,0.345,11.756,1,58.700001,0.119025,NA
"South Korea",2019,5.9029999,10.663,0.78299999,73.099998,0.70599997,-0.061000001,0.71799999,0.59299999,0.236,"KOR",104,99.900002,98.5,104,0.339,83.300003,13.255,17.498047,59.099998,91.5,66.822678,"South Korea",1,1,0.33899999,13.255,1,59.099998,0.11492099,NA
"Spain",2012,6.2909999,10.485,0.93699998,71.239998,0.755,-0.064999998,0.84399998,0.64399999,0.366,"ESP",105.9,104.5,107,101.4,0.334,82.5,25.549999,23.793585,79.199997,110.9,55.75,"Spain",1,1,0.33399999,25.549999,1,79.199997,0.11155599,51.6
"Spain",2013,6.1500001,10.474,0.92900002,71.360001,0.759,-0.107,0.91600001,0.66299999,0.37200001,"ESP",96.199997,95.099998,96.300003,101.2,0.345,83.199997,25.705,24.42705,77.699997,100.4,54.825001,"Spain",1,1,0.345,25.705,1,77.699997,0.119025,55.4
"Spain",2014,6.4559999,10.491,0.94800001,71.480003,0.73799998,-0.034000002,0.85399997,0.68300003,0.33500001,"ESP",96.5,96.099998,96.5,100.5,0.343,83.300003,25.372999,23.956793,78.099998,100.5,56,"Spain",1,1,0.34299999,25.372999,1,78.099998,0.117649,56
"Spain",2015,6.381,10.529,0.95599997,71.599998,0.73199999,-0.078000002,0.82200003,0.70499998,0.285,"ESP",100,100,100,100,0.344,83,24.707001,23.190819,77.199997,100,57.799999,"Spain",1,1,0.34400001,24.707001,1,77.199997,0.11833601,56.1
"Spain",2016,6.3189998,10.558,0.94199997,71.724998,0.76800001,-0.054000001,0.81900001,0.63,0.301,"ESP",104.6,104.7,104.4,99.900002,0.341,83.5,24.245001,22.557573,77.099998,102,59.549999,"Spain",1,1,0.34099999,24.245001,1,77.099998,0.116281,57.1
"Spain",2017,6.23,10.585,0.903,71.849998,0.75599998,-0.037999999,0.79100001,0.60100001,0.30199999,"ESP",111.1,110.7,109.2,100.3,0.333,83.400002,23.927,22.016283,76.699997,105.2,61.099998,"Spain",1,1,0.333,23.927,1,76.699997,0.110889,57.9
"Spain",2018,6.513,10.604,0.91000003,71.974998,0.722,-0.081,0.77700001,0.63599998,0.35699999,"ESP",118.6,116.7,115,101.6,0.33,83.5,24.034,21.927801,75.900002,109.6,62.400002,"Spain",1,1,0.33000001,24.034,1,75.900002,0.10890001,57.5
"Spain",2019,6.4569998,10.616,0.949,72.099998,0.778,-0.054000001,0.73000002,0.63599998,0.31600001,"ESP",124.7,120.9,119.6,103.2,0.32,84,24.646999,22.001976,75.599998,110.6,63.299999,"Spain",1,1,0.31999999,24.646999,1,75.599998,0.1024,58.2
"Sweden",2012,7.5599999,10.785,0.92900002,71.279999,0.94400001,0.127,0.25400001,0.796,0.17,"SWE",76.800003,81.099998,78.699997,94.699997,NA,81.800003,26.695,26.305948,63.200001,81.900002,73.775002,"Sweden",0,1,0,26.695,1,63.200001,0,51.5
"Sweden",2013,7.434,10.789,0.91600001,71.32,0.93599999,0.154,0.324,0.78200001,0.184,"SWE",80.800003,83.400002,82.300003,96.900002,0.267,82,27.368999,26.26022,62.099998,84.800003,74.400002,"Sweden",1,1,0.26699999,27.368999,1,62.099998,0.071288995,52.2
"Sweden",2014,7.2389998,10.805,0.93300003,71.360001,0.94499999,0.197,0.25,0.79299998,0.208,"SWE",88.400002,89.699997,89.300003,98.5,0.272,82.300003,26.975,25.950148,62.099998,90.699997,74.849998,"Sweden",1,1,0.27200001,26.975,1,62.099998,0.073984005,52.4
"Sweden",2015,7.289,10.838,0.92900002,71.400002,0.935,0.206,0.23199999,0.76599997,0.191,"SWE",100,100,100,100,0.276,82.199997,26.514999,25.629749,59.5,100,75.525002,"Sweden",1,1,0.27599999,26.514999,1,59.5,0.076175995,52.9
"Sweden",2016,7.369,10.846,0.912,71.525002,0.91799998,0.141,0.24600001,0.75199997,0.20100001,"SWE",108.2,107.3,107.3,100.9,0.28,82.400002,26.940001,25.660896,59.200001,105.1,76.199997,"Sweden",1,1,0.28,26.940001,1,59.200001,0.078400001,53.4
"Sweden",2017,7.2870002,10.858,0.91399997,71.650002,0.935,0.16500001,0.23899999,0.75599998,0.175,"SWE",115.4,113.5,112.5,101.7,0.282,82.5,26.256001,25.542389,58.599998,109.4,76.849998,"Sweden",1,1,0.28200001,26.256001,1,58.599998,0.079524003,52.5
"Sweden",2018,7.375,10.866,0.93099999,71.775002,0.94199997,0.071999997,0.26300001,0.74699998,0.161,"SWE",114.4,111.4,108.7,102.6,0.273,82.599998,26.037001,25.835489,57.700001,105.2,77.375,"Sweden",1,1,0.273,26.037001,1,57.700001,0.074529,51.4
"Sweden",2019,7.3979998,10.875,0.93400002,71.900002,0.94199997,0.085000001,0.25,0.77499998,0.20200001,"SWE",117.2,112.4,109.2,104.2,0.277,83.199997,25.472,25.924019,57.900002,104.2,77.125,"Sweden",1,1,0.27700001,25.472,1,57.900002,0.076729007,51
"Switzerland",2012,7.776,11.094,0.94700003,71.519997,0.94499999,0.131,0.32300001,0.79299998,0.176,"CHE",92.099998,94.400002,90.300003,97.599998,0.285,82.800003,24.693001,24.855305,40.099998,92.5,78.474998,"Switzerland",1,1,0.285,24.693001,1,40.099998,0.081225,47.4
"Switzerland",2014,7.493,11.111,0.95899999,71.639999,0.949,0.052999999,0.28299999,0.78799999,0.189,"CHE",97.400002,98.199997,96.099998,99.199997,0.297,83.300003,25.302,24.964825,40.299999,96.599998,78.75,"Switzerland",1,1,0.29699999,25.302,1,40.299999,0.088208996,47.3
"Switzerland",2015,7.572,11.116,0.93800002,71.699997,0.92799997,0.102,0.20999999,0.79400003,0.16599999,"CHE",100,100,100,100,0.296,83,26.118999,25.098898,38.400002,100,79.199997,"Switzerland",1,1,0.296,26.118999,1,38.400002,0.087616004,48.4
"Switzerland",2016,7.4590001,11.126,0.92799997,71.900002,0.93400002,0.081,0.30199999,0.75800002,0.206,"CHE",101.6,101.3,101.8,100.3,0.302,83.699997,26.485001,25.38158,37.299999,101.4,79.599998,"Switzerland",1,1,0.30199999,26.485001,1,37.299999,0.091203995,48.8
"Switzerland",2017,7.474,11.13,0.94999999,72.099998,0.92500001,0.17299999,0.31600001,0.73400003,0.19599999,"CHE",103.6,102.2,102.9,101.4,0.299,83.699997,26.870001,25.257887,NA,103.9,79.800003,"Switzerland",1,1,0.29899999,26.870001,0,0,0.089400999,49.4
"Switzerland",2018,7.5089998,11.151,0.93000001,72.300003,0.926,0.093999997,0.301,0.75599998,0.192,"CHE",106.7,104.9,104.8,101.8,0.311,83.800003,26.254999,25.15004,38,106,80.099998,"Switzerland",1,1,0.31099999,26.254999,1,38,0.096720994,49.1
"Switzerland",2019,7.6939998,11.155,0.949,72.5,0.91299999,0.028999999,0.294,0.74299997,0.171,"CHE",110.6,108.1,108.9,102.3,0.316,84,26.771,25.343586,37.5,108.6,80.474998,"Switzerland",1,1,0.31600001,26.771,1,37.5,0.099856012,49.3
"Turkiye",2012,5.309,10.018,0.73900002,67.220001,0.47099999,-0.221,0.70200002,0.50599998,0.33500001,"TUR",68.300003,83.400002,84.300003,81.900002,0.399,74.599998,11.879,17.496073,59.200001,NA,48.900002,"Turkiye",1,1,0.39899999,11.879,1,59.200001,0.159201,NA
"Turkiye",2013,4.888,10.082,0.79500002,67.379997,0.54100001,-0.235,0.69800001,0.551,0.39199999,"TUR",75.900002,87.400002,88.5,86.900002,0.39,78,11.684,16.894114,59.200001,NA,49.525002,"Turkiye",1,1,0.38999999,11.684,1,59.200001,0.15209998,NA
"Turkiye",2014,5.5799999,10.111,0.86299998,67.540001,0.64899999,-0.028999999,0.764,0.41,0.377,"TUR",86.199997,92.699997,93.199997,92.900002,0.398,78,11.61,16.482714,59.299999,NA,49.525002,"Turkiye",1,1,0.398,11.61,1,59.299999,0.15840401,NA
"Turkiye",2015,5.5139999,10.15,0.85100001,67.699997,0.653,-0.021,0.80599999,0.391,0.382,"TUR",100,100,100,100,0.404,78,11.488,16.152803,58.5,NA,50.150002,"Turkiye",1,1,0.40400001,11.488,1,58.5,0.16321601,NA
"Turkiye",2016,5.3260002,10.166,0.88,67.875,0.64399999,-0.07,0.764,0.414,0.38999999,"TUR",113.6,104.6,106.8,108.7,NA,78,12.534,16.261934,58.200001,NA,50.650002,"Turkiye",0,1,0,12.534,1,58.200001,0,NA
"Turkiye",2017,5.6069999,10.225,0.87599999,68.050003,0.64399999,-0.242,0.671,0.39300001,0.31299999,"TUR",125.4,105.8,105.9,118.6,0.409,78.099998,11.999,15.574574,57.700001,NA,51.549999,"Turkiye",1,1,0.40900001,11.999,1,57.700001,0.167281,NA
"Turkiye",2018,5.1859999,10.246,0.847,68.224998,0.52899998,-0.18099999,0.80500001,0.37900001,0.35100001,"TUR",134.89999,103.8,99.900002,130.10001,0.397,78.300003,11.767,15.147691,57,NA,51.974998,"Turkiye",1,1,0.39700001,11.767,1,57,0.15760902,NA
"Turkiye",2019,4.8720002,10.245,0.792,68.400002,0.63099998,-0.141,0.75999999,0.347,0.368,"TUR",141,98.5,91.199997,143.2,0.415,78.599998,12.429,14.43716,56.799999,NA,50.299999,"Turkiye",1,1,0.41499999,12.429,1,56.799999,0.172225,NA
"United Kingdom",2012,6.881,10.656,0.935,69.519997,0.889,0.366,0.42500001,0.73900002,0.184,"GBR",85.199997,91.900002,87.800003,92.699997,0.351,80.800003,23.736,27.296474,65.900002,95.099998,70.974998,"United Kingdom",1,1,0.35100001,23.736,1,65.900002,0.12320101,51.1
"United Kingdom",2013,6.9180002,10.668,0.93699998,69.580002,0.90499997,0.34099999,0.56800002,0.71899998,0.252,"GBR",87.400002,92,88.099998,95,0.358,80.800003,23.02,27.155615,65.5,94.300003,71.550003,"United Kingdom",1,1,0.35800001,23.02,1,65.5,0.12816401,51.2
"United Kingdom",2014,6.7579999,10.692,0.91000003,69.639999,0.85699999,0.34900001,0.484,0.74000001,0.25099999,"GBR",94.300003,97.099998,94,97.199997,0.356,81.099998,22.49,26.735386,65.5,99.199997,72.875,"United Kingdom",1,1,0.35600001,22.49,1,65.5,0.126736,50.9
"United Kingdom",2015,6.5149999,10.707,0.93599999,69.699997,0.833,0.294,0.456,0.74000001,0.219,"GBR",100,100,100,100,0.36,80.800003,22.089001,26.955988,66.300003,100,73.675003,"United Kingdom",1,1,0.36000001,22.089001,1,66.300003,0.1296,51
"United Kingdom",2016,6.8239999,10.721,0.954,69.800003,0.82099998,0.244,0.458,0.73199999,0.23,"GBR",107,105.2,105.7,101.7,0.351,81,21.417,26.896751,66.300003,105.8,74.375,"United Kingdom",1,1,0.35100001,21.417,1,66.300003,0.12320101,50.3
"United Kingdom",2017,7.1030002,10.739,0.93699998,69.900002,0.81300002,0.285,0.419,0.71200001,0.20999999,"GBR",111.8,108.9,108.5,102.7,0.357,81.099998,20.971001,26.12105,66.199997,108.4,75,"United Kingdom",1,1,0.35699999,20.971001,1,66.199997,0.12744899,49.7
"United Kingdom",2018,7.2329998,10.75,0.92799997,70,0.838,0.22,0.40400001,0.736,0.228,"GBR",115.5,112,109.7,103.2,0.366,81,20.444,25.997015,66.599998,108.1,75.625,"United Kingdom",1,1,0.366,20.444,1,66.599998,0.133956,48.8
"United Kingdom",2019,7.1570001,10.76,0.94300002,70.099998,0.85399997,0.264,0.48500001,0.73900002,0.25099999,"GBR",116.6,112.2,109.1,103.9,0.366,81.300003,20.125999,25.754412,66.800003,106,76.175003,"United Kingdom",1,1,0.366,20.125999,1,66.800003,0.133956,45.4
"United States",2012,7.026,10.929,0.903,66.660004,0.82300001,0.208,0.70999998,0.76499999,0.25999999,"USA",84.900002,93.199997,87.300003,91,NA,78.800003,18.77,19.005041,64,90.300003,67.136612,"United States",0,1,0,18.77,1,64,0,45.6
"United States",2013,7.2490001,10.941,0.92500001,66.639999,0.792,0.26800001,0.74699998,0.77600002,0.25999999,"USA",90.699997,96.900002,92.199997,93.599998,0.396,78.800003,18.733999,19.051445,63.599998,97.400002,67.35994,"United States",1,1,0.396,18.733999,1,63.599998,0.15681601,47
"United States",2014,7.151,10.956,0.90200001,66.620003,0.866,0.215,0.70200002,0.78600001,0.28099999,"USA",95.099998,98.5,95.300003,96.5,0.394,78.900002,24.039,18.795856,63.200001,98.099998,68.14875,"United States",1,1,0.39399999,24.039,1,63.200001,0.15523599,48
"United States",2015,6.8639998,10.975,0.90399998,66.599998,0.84899998,0.213,0.69800001,0.76899999,0.27500001,"USA",100,100,100,100,0.39,78.699997,24.225,18.503714,63.099998,100,68.709618,"United States",1,1,0.38999999,24.225,1,63.099998,0.15209998,48.7
"United States",2016,6.8039999,10.985,0.89700001,66.474998,0.75800002,0.138,0.73900002,0.73699999,0.264,"USA",105.6,101.7,104.5,103.8,0.391,78.699997,24.474001,18.471418,63.200001,103.4,69.351357,"United States",1,1,0.391,24.474001,1,63.200001,0.152881,48.8
"United States",2017,6.9920001,11.001,0.921,66.349998,0.86799997,0.191,0.68099999,0.755,0.26800001,"USA",112,104,109,107.7,0.39,78.599998,24.333,18.341265,64,105.3,70.110168,"United States",1,1,0.38999999,24.333,1,64,0.15209998,48.5
"United States",2018,6.8829999,11.024,0.90399998,66.224998,0.82499999,0.11,0.70999998,0.75700003,0.292,"USA",118.9,106.5,113.4,111.6,0.393,78.699997,24.07,18.350426,64,106.4,70.726143,"United States",1,1,0.39300001,24.07,1,64,0.154449,48
"United States",2019,6.9439998,11.042,0.917,66.099998,0.83600003,0.138,0.70700002,0.755,0.244,"USA",124.9,107.9,117.4,115.8,0.395,78.800003,24.014999,18.40547,64.099998,107.4,71.358414,"United States",1,1,0.39500001,24.014999,1,64.099998,0.15602501,47.9
