Country.name,year,Life.Ladder,Log.GDP.per.capita,Social.support,Healthy.life.expectancy.at.birth,Freedom.to.make.life.choices,Generosity,Perceptions.of.corruption,Positive.affect,Negative.affect,code,house_price,pri_ratio,ptr_ratio,r_house_price,Rent_price,employment_rate,gini,life_expectancy,social_expenditure,housing_expenditure_ratio
Israel,2018,6.927,10.603,0.91,72.25,0.725,0.048,0.77,0.612,0.282,ISR,110.7,NA,106.1,110.7,104.4,69.03333,0.348,82.9,16.141,24.71195815
Israel,2019,7.332,10.625,0.946,72.4,0.834,0.078,0.743,0.598,0.266,ISR,112.8,NA,106.5,112,105.9,68.94167,0.342,82.9,16.346,24.93762601
Israel,2020,7.195,10.589,0.959,72.55,0.831,-0.059,0.748,0.564,0.243,ISR,116.3,NA,108.6,115.9,107,66.78333,0.34,82.7,20.262,28.17002796
Israel,2021,7.578,10.655,0.917,72.7,0.82,-0.008,0.726,0.558,0.217,ISR,126.1,NA,116.8,123.9,107.9,66.6,0.348,82.6,18.343,26.0654672
Italy,2012,5.839,10.633,0.869,71.3,0.57,0.107,0.908,0.651,0.388,ITA,116.7,119.4,118,118.4,98.9,56.075,0.33,82.4,28.482,23.08629224
Italy,2013,6.009,10.603,0.916,71.4,0.499,-0.108,0.943,0.702,0.357,ITA,109.1,111.6,108.9,109.5,100.2,54.95,0.325,82.9,29.006,23.70568529
Italy,2014,6.027,10.594,0.898,71.5,0.624,-0.071,0.92,0.659,0.356,ITA,104,105.5,104.1,104.1,99.9,55.275,0.326,83.2,29.196,23.35421749
Italy,2015,5.848,10.603,0.909,71.6,0.575,-0.07,0.913,0.646,0.329,ITA,100,100,100,100,100,56.025,0.333,82.7,29.357,23.22136612
Italy,2016,5.955,10.617,0.927,71.675,0.624,-0.086,0.903,0.632,0.339,ITA,100.3,98.7,99.9,99.7,100.3,57.05,0.327,83.4,28.908,22.9013025
Italy,2017,6.199,10.635,0.92,71.75,0.633,-0.041,0.867,0.613,0.323,ITA,99.2,95.4,98.7,97.3,100.5,57.875,0.334,83.1,28.621,22.60346071
Italy,2018,6.517,10.647,0.913,71.825,0.65,-0.027,0.888,0.598,0.403,ITA,98.6,93.3,97.8,95.5,100.9,58.5,0.33,83.4,28.471,22.49171996
Italy,2019,6.445,10.663,0.838,71.9,0.709,-0.088,0.866,0.569,0.328,ITA,98.5,92.3,97.4,94.6,101.2,59.05,0.325,83.6,28.7,22.46322673
Italy,2020,6.488,10.574,0.89,71.975,0.718,-0.157,0.844,0.614,0.311,ITA,100.4,96,99,96.1,101.4,57.45,0.331,82.3,NA,25.0595487
Italy,2021,6.467,10.647,0.886,72.05,0.703,-0.096,0.862,0.634,0.318,ITA,103,93.3,101.5,97.2,101.4,58.25,0.33,82.7,NA,24.33706595
Japan,2012,5.968,10.565,0.905,73.24,0.753,NA,0.692,0.708,0.171,JPN,94.6,96.4,93.5,96.9,101.1,70.61858,NA,83.2,22.384,26.6823787
Japan,2013,5.959,10.586,0.924,73.36,0.821,-0.154,0.65,0.719,0.175,JPN,96.1,97.7,95.5,98.7,100.7,71.7585,NA,83.4,22.37,26.17822844
Japan,2014,5.923,10.59,0.9,73.48,0.838,-0.146,0.617,0.687,0.189,JPN,97.6,99.1,97.4,98.2,100.3,72.7607,NA,83.7,22.104,25.92169519
Japan,2015,5.88,10.607,0.923,73.6,0.832,-0.162,0.654,0.702,0.176,JPN,100,100,100,100,100,73.3971,NA,83.9,22.39,25.32461774
Japan,2016,5.955,10.615,0.9,73.725,0.836,-0.069,0.698,0.69,0.192,JPN,102.2,101,102.5,102.6,99.7,74.52277,NA,84.1,22.366,25.10287854
Japan,2017,5.911,10.632,0.882,73.85,0.849,-0.213,0.659,0.692,0.176,JPN,104.8,102.4,105.4,104.8,99.4,75.50069,NA,84.2,22.43,24.94487634
Japan,2018,5.794,10.64,0.886,73.975,0.773,-0.268,0.687,0.649,0.185,JPN,106.8,103.1,107.6,106.1,99.3,77.1633,0.334,84.3,22.534,24.72707491
Japan,2019,5.908,10.637,0.878,74.1,0.806,-0.261,0.617,0.693,0.194,JPN,108.6,102.9,109.3,107.3,99.3,78.11421,NA,84.4,23.107,24.64937809
Japan,2020,6.118,10.596,0.887,74.225,0.806,-0.266,0.609,0.681,0.186,JPN,108.6,98.1,109.4,107,99.3,77.72765,NA,84.6,25.294,25.95496963
Japan,2021,6.091,10.622,0.896,74.35,0.801,-0.213,0.67,0.674,0.189,JPN,115.1,106.9,116,112.7,99.2,77.88137,0.338,84.5,NA,25.9785709
Latvia,2012,5.125,10.085,0.851,64.9,0.564,-0.044,0.895,0.588,0.232,LVA,91.4,106.8,102.1,92.4,89.5,62.775,0.346,74.1,15.322,22.76105532
Latvia,2013,5.07,10.115,0.834,65.2,0.631,-0.079,0.837,0.605,0.227,LVA,97.6,109.8,103.2,98.5,94.6,64.85,0.351,74.3,15.54,21.52321549
Latvia,2014,5.729,10.143,0.881,65.5,0.671,-0.049,0.804,0.605,0.226,LVA,103.5,110.2,104.2,103.6,99.3,66.125,0.349,74.5,15.377,22.09142096
Latvia,2015,5.881,10.19,0.879,65.8,0.656,-0.084,0.808,0.559,0.228,LVA,100,100,100,100,100,68.05,0.346,74.8,15.712,21.27625858
Latvia,2016,5.94,10.222,0.917,65.9,0.685,-0.163,0.868,0.583,0.231,LVA,108.5,102.1,110,107.7,98.6,68.575,0.346,74.9,15.973,21.21159793
Latvia,2017,5.978,10.264,0.895,66,0.7,-0.161,0.798,0.565,0.232,LVA,118,103.1,120.1,113.9,98.3,69.975,0.355,74.9,15.812,20.84683302
Latvia,2018,5.901,10.311,0.913,66.1,0.608,-0.218,0.799,0.521,0.192,LVA,129.3,104.4,126.3,121.6,102.4,71.725,0.351,75.1,16.142,20.8019815
Latvia,2019,5.97,10.343,0.936,66.2,0.698,-0.2,0.789,0.537,0.212,LVA,140.9,107.6,131.5,128.2,107.1,72.225,0.344,75.7,16.523,21.1030046
Latvia,2020,6.229,10.328,0.928,66.3,0.82,-0.086,0.809,0.674,0.202,LVA,145.8,109,139.2,132.4,104.8,71.45,0.355,75.5,NA,22.34588855
Latvia,2021,6.353,10.376,0.954,66.4,0.815,-0.104,0.84,0.716,0.186,LVA,161.6,112.6,151.8,143,106.5,69.85,0.343,73.1,NA,22.65836604
Lithuania,2012,5.771,10.216,0.919,64.7,0.503,-0.279,0.957,0.557,0.277,LTU,89.6,100.2,125.6,89.5,71.2,62.025,0.35,74.1,16.475,16.69199761
Lithuania,2013,5.596,10.261,0.913,64.9,0.556,-0.242,0.936,0.54,0.294,LTU,90.6,96.1,119.4,89.7,75.8,63.725,0.351,74.1,15.457,16.59810296
Lithuania,2014,6.126,10.304,0.908,65.1,0.508,-0.269,0.956,0.565,0.287,LTU,96.5,100.3,113.7,95.5,84.7,65.65,0.38,74.7,15.621,16.51553941
Lithuania,2015,5.711,10.334,0.929,65.3,0.641,-0.259,0.924,0.534,0.276,LTU,100,100,100,100,100,67.25,0.372,74.6,16.03,15.65572531
Lithuania,2016,5.866,10.371,0.938,65.65,0.614,-0.272,0.949,0.553,0.25,LTU,105.4,96.8,95.2,104.2,110.4,69.375,0.378,74.9,15.829,15.62605786
Lithuania,2017,6.273,10.427,0.926,66,0.749,-0.179,0.79,0.59,0.195,LTU,114.8,99.7,103.3,109.4,110.8,70.375,0.374,75.8,15.571,15.01615474
Lithuania,2018,6.309,10.476,0.929,66.35,0.699,-0.243,0.852,0.518,0.214,LTU,123.2,99.7,104.8,114.4,117.2,72.4,0.361,76,16.645,15.04225386
Lithuania,2019,6.064,10.524,0.918,66.7,0.78,-0.258,0.783,0.568,0.276,LTU,131.6,96.5,104,119.7,126.2,72.975,0.357,76.5,17.275,14.88172906
Lithuania,2020,6.391,10.523,0.953,67.05,0.824,-0.129,0.829,0.626,0.202,LTU,141.2,94.6,108.7,126.8,129.5,71.625,0.357,75.1,NA,15.69343849
Lithuania,2021,6.865,10.579,0.928,67.4,0.707,-0.121,0.878,0.667,0.191,LTU,163.8,101.3,123.9,140.7,131.9,72.425,0.366,74.2,NA,15.66877275
Luxembourg,2012,6.964,11.627,0.914,70.9,0.917,0.048,0.403,0.726,0.227,LUX,86.6,90.2,90.1,89.3,96.1,65.85,NA,81.5,21.529,22.35583641
Luxembourg,2013,7.131,11.636,0.917,71.1,0.79,-0.065,0.301,0.601,0.185,LUX,90.9,91.5,93.3,92.3,97.4,65.725,NA,81.9,21.713,23.19958161
Luxembourg,2014,6.891,11.638,0.875,71.3,0.938,0.097,0.366,0.76,0.17,LUX,94.9,94.6,96.5,95.7,98.4,66.625,NA,82.3,21.602,23.51994222
Luxembourg,2015,6.702,11.637,0.934,71.5,0.932,0.044,0.375,0.728,0.193,LUX,100,100,100,100,100,66.15,0.306,82.4,21.351,23.77789159
Luxembourg,2016,6.967,11.664,0.941,71.525,0.882,0.011,0.356,0.706,0.192,LUX,106,106,105.1,105.2,100.9,65.575,0.305,82.7,21.066,23.54675193
Luxembourg,2017,7.061,11.653,0.905,71.55,0.903,0.036,0.33,0.726,0.184,LUX,112,106.9,109.7,108.7,102,66.275,0.327,82.1,21.522,23.21579773
Luxembourg,2018,7.243,11.645,0.902,71.575,0.884,-0.028,0.385,0.715,0.202,LUX,119.9,111.9,116,114.3,103.3,67.1,0.318,82.3,21.926,22.68955594
Luxembourg,2019,7.404,11.649,0.912,71.6,0.93,-0.051,0.39,0.742,0.212,LUX,132,119,126,124.2,104.7,67.95,0.305,82.7,22.508,22.21865651
Mexico,2012,7.32,9.844,0.767,65.38,0.788,-0.099,0.633,0.722,0.278,MEX,84.4,NA,89.8,91.4,94,60.90891,0.457,74.9,7.228,17.38808558
Mexico,2013,7.443,9.844,0.759,65.52,0.739,-0.171,0.615,0.75,0.223,MEX,88.7,NA,92.4,93.9,96,60.8422,NA,75.2,7.565,16.99632792
Mexico,2014,6.68,9.86,0.782,65.66,0.779,-0.101,0.63,0.76,0.229,MEX,92.5,NA,94.4,93.2,98,60.40805,0.459,75.1,7.552,17.0487618
Mexico,2015,6.236,9.88,0.761,65.8,0.719,-0.158,0.708,0.706,0.237,MEX,100,NA,100,100,100,60.74515,NA,75.1,7.658,16.00451828
Mexico,2016,6.824,9.895,0.893,65.8,0.752,-0.16,0.809,0.802,0.22,MEX,107.3,NA,105,101.6,102.2,61.04717,0.459,74.8,7.487,16.27149083
Mexico,2017,6.41,9.905,0.8,65.8,0.861,-0.208,0.801,0.775,0.231,MEX,115.7,NA,110.5,103.7,104.7,61.19406,NA,74.8,7.407,16.89244794
Mexico,2018,6.55,9.917,0.858,65.8,0.816,-0.186,0.809,0.815,0.213,MEX,126,NA,117.3,108.1,107.4,61.59449,0.418,74.9,7.105,16.88421914
Mexico,2019,6.432,9.907,0.852,65.8,0.903,-0.148,0.809,0.803,0.252,MEX,136.7,NA,123.9,114.5,110.4,62.26349,NA,74.8,7.355,16.52559718
Mexico,2020,5.964,9.816,0.779,65.8,0.873,-0.128,0.778,0.745,0.292,MEX,144.7,NA,127.9,115.5,113.2,NA,0.42,68.9,NA,18.12141289
Mexico,2021,5.991,9.857,0.779,65.8,0.837,-0.037,0.745,0.75,0.305,MEX,156.1,NA,135.1,118.1,115.5,61.03192,NA,68.8,NA,18.18703826
Netherlands,2012,7.471,10.856,0.939,70.98,0.877,0.282,0.434,0.753,0.226,NLD,101.9,106.6,114.1,104.9,89.3,75.9,0.293,81.2,23.877,23.43636326
Netherlands,2013,7.407,10.852,0.925,71.02,0.919,0.299,0.505,0.765,0.235,NLD,95.8,99.4,103.4,96.7,92.7,75.1,0.287,81.4,24.07,24.19652815
Netherlands,2014,7.321,10.863,0.909,71.06,0.91,0.326,0.457,0.776,0.221,NLD,96.6,98,99.8,96.7,96.8,74.65,0.305,81.8,23.85,24.24794403
Netherlands,2015,7.324,10.878,0.879,71.1,0.904,0.256,0.412,0.742,0.202,NLD,100,100,100,100,100,75.65,0.305,81.6,23.955,24.44942266
Netherlands,2016,7.541,10.894,0.926,71.175,0.907,0.233,0.433,0.737,0.215,NLD,105.3,102.9,103.1,104.6,102.1,76.375,0.292,81.7,23.814,24.35934276
Netherlands,2017,7.459,10.917,0.937,71.25,0.92,0.245,0.363,0.729,0.185,NLD,113.8,109.3,109.5,110.8,103.9,77.375,0.298,81.8,23.25,24.02748134
Netherlands,2018,7.463,10.934,0.939,71.325,0.92,0.156,0.371,0.748,0.205,NLD,124.4,114.5,117.4,118.7,106,78.7,0.295,81.9,22.876,24.07379296
Netherlands,2019,7.425,10.947,0.941,71.4,0.886,0.207,0.36,0.728,0.231,NLD,133.4,117.7,122.9,124.4,108.6,79.7,0.312,82.2,22.884,24.26604216
Netherlands,2020,7.504,10.902,0.944,71.475,0.935,0.145,0.281,0.691,0.247,NLD,144,123.2,129.2,131.6,111.5,79.3,0.295,81.4,NA,26.11538462
Netherlands,2021,7.314,10.944,0.919,71.55,0.856,0.266,0.397,0.714,0.201,NLD,164.9,134.4,145.2,144.4,113.6,80.15,0.295,81.4,NA,25.53273511
New Zealand,2012,7.25,10.565,0.93,69.84,0.902,0.28,0.289,0.786,0.207,NZL,76.7,81.5,81.9,78.6,93.7,71.85777,0.335,81.2,22.79,25.55823429
New Zealand,2013,7.28,10.585,0.958,69.86,0.944,0.23,0.312,0.778,0.151,NZL,83.5,86.7,87.3,84.9,95.7,72.72184,0.341,81.4,21.26,25.53337262
New Zealand,2014,7.306,10.605,0.942,69.88,0.932,0.341,0.273,0.807,0.199,NZL,89,92.6,91,89.7,97.7,74.17313,0.341,81.4,21.129,25.48674052
New Zealand,2015,7.418,10.622,0.987,69.9,0.942,0.322,0.186,0.795,0.16,NZL,100,100,100,100,100,74.24967,0.325,81.5,20.04,25.14005418
New Zealand,2016,7.226,10.637,0.937,69.975,0.927,0.259,0.278,0.777,0.207,NZL,114.2,108.8,111.7,113.4,102.2,75.57751,0.333,81.6,19.65,24.78407441
New Zealand,2017,7.327,10.65,0.955,70.05,0.942,0.287,0.222,0.763,0.172,NZL,121.6,111.6,116.4,118.9,104.5,76.91602,0.335,81.7,18.652,24.82071644
New Zealand,2018,7.37,10.667,0.954,70.125,0.949,0.113,0.207,0.785,0.168,NZL,126,110.3,117.8,121.6,106.9,77.49548,0.33,81.7,19.455,24.90367642
New Zealand,2019,7.205,10.675,0.939,70.2,0.912,0.15,0.234,0.765,0.191,NZL,129.9,108.4,118.3,123.5,109.8,77.46133,0.326,82.1,23.642,25.35404749
New Zealand,2020,7.257,10.647,0.952,70.275,0.918,0.116,0.283,0.796,0.209,NZL,143.1,112.5,126.1,133.9,113.5,76.78869,0.32,82.3,21.978,27.14496804
New Zealand,2021,7.137,10.693,0.95,70.35,0.91,0.216,0.252,0.747,0.206,NZL,181,136,154.6,164.3,117,78.33807,NA,82.3,20.825,26.51001775
Norway,2012,7.678,11.041,0.948,70.6,0.947,0.139,0.368,0.798,0.213,NOR,88.2,102.1,96,94.2,91.9,75.75,0.253,81.5,22.644,21.16788796
Norway,2014,7.444,11.048,0.941,71,0.956,0.173,0.405,0.802,0.194,NOR,94.3,100.5,96.9,96.4,97.3,75.225,0.257,82.2,24.06,21.85593152
Norway,2015,7.603,11.057,0.947,71.2,0.948,0.249,0.299,0.796,0.209,NOR,100,100,100,100,100,74.8,0.272,82.4,25.952,22.37501512
Norway,2016,7.596,11.06,0.96,71.25,0.954,0.125,0.41,0.809,0.209,NOR,107,106.4,105,103.8,101.9,74.3,0.262,82.5,27.25,22.45959571
Norway,2017,7.579,11.076,0.95,71.3,0.953,0.228,0.25,0.8,0.203,NOR,112.4,108.3,107.9,106.9,104.1,74,0.262,82.7,26.406,22.40885906
Norway,2018,7.444,11.077,0.966,71.35,0.96,0.086,0.268,0.786,0.212,NOR,114,107,107.6,105.9,105.9,74.8,0.262,82.8,25.431,22.84551988
Norway,2019,7.442,11.082,0.942,71.4,0.954,0.103,0.271,0.782,0.195,NOR,116.8,105.8,108.3,106.1,107.8,75.3,0.261,83,26.535,22.95656765
Norway,2020,7.29,11.063,0.956,71.45,0.965,0.068,0.271,0.777,0.216,NOR,121.8,108,111.3,108.9,109.4,74.65,0.263,83.3,NA,23.01770938
Norway,2021,7.362,11.096,0.948,71.5,0.936,0.166,0.263,0.769,0.207,NOR,134.5,112.1,121.4,117,110.8,76.3,0.285,83.2,NA,23.64183093
Poland,2012,5.876,10.137,0.936,67.46,0.811,-0.032,0.888,0.711,0.267,POL,101.9,111.3,105.9,101.6,96.2,58,0.298,76.9,19.856,20.52083668
Poland,2013,5.746,10.146,0.912,67.64,0.776,-0.142,0.916,0.675,0.242,POL,97.4,105.2,99.8,96.7,97.6,58.425,0.299,77.1,20.63,20.0617283
Poland,2014,5.75,10.184,0.924,67.82,0.875,-0.069,0.898,0.681,0.223,POL,98.5,100.9,99.8,98,98.7,60.2,0.297,77.8,20.313,19.93111762
Poland,2015,6.007,10.228,0.893,68,0.793,-0.098,0.81,0.631,0.24,POL,100,100,100,100,100,61.6,0.291,77.5,20.245,20.16924694
Poland,2016,6.162,10.258,0.917,68.175,0.871,-0.096,0.848,0.666,0.224,POL,101.9,96.8,100.5,102.6,101.3,63.45,0.285,78,21.217,19.1946297
Poland,2017,6.201,10.308,0.882,68.35,0.831,-0.127,0.639,0.566,0.203,POL,105.8,95.3,101.4,104.5,104.3,65.25,0.275,77.8,20.816,18.33712605
Poland,2018,6.111,10.365,0.863,68.525,0.87,-0.26,0.72,0.622,0.176,POL,112.8,96.1,104,109.8,108.4,66.675,0.281,77.7,20.537,17.77768713
Poland,2019,6.242,10.409,0.878,68.7,0.883,-0.237,0.696,0.613,0.168,POL,122.6,97.8,107.8,116.7,113.7,68.475,0.268,78,21.213,17.97203246
Poland,2020,6.139,10.39,0.953,68.875,0.767,-0.014,0.787,0.677,0.329,POL,135.3,98.1,112.9,124.7,119.9,68.775,0.265,76.4,0.026,19.1514882
Poland,2021,5.978,10.461,0.936,69.05,0.732,0.122,0.744,0.7,0.277,POL,147.8,103.6,118.6,129,124.6,70.425,0.261,75.4,0.023,19.31285264
Portugal,2012,4.994,10.314,0.866,69.78,0.774,-0.103,0.959,0.631,0.37,PRT,94.9,98.2,101.4,96.7,93.6,59.325,0.337,80.6,24.585,18.45971107
Portugal,2013,5.158,10.31,0.867,70.02,0.788,-0.124,0.946,0.665,0.348,PRT,93.1,96.7,98.3,94,94.7,58.825,0.341,80.9,25.688,18.87226084
Portugal,2014,5.127,10.324,0.862,70.26,0.847,-0.132,0.941,0.663,0.358,PRT,97,100.8,98.1,97.8,98.9,61.2,0.338,81.3,25.233,19.075008
Portugal,2015,5.081,10.346,0.866,70.5,0.8,-0.169,0.941,0.629,0.371,PRT,100,100,100,100,100,62.8,0.336,81.3,24.168,18.75346032
Portugal,2016,5.447,10.369,0.905,70.625,0.838,-0.231,0.922,0.659,0.326,PRT,107.1,103.2,105.3,106,101.7,64.225,0.331,81.3,23.692,18.32259326
Portugal,2017,5.711,10.406,0.9,70.75,0.905,-0.182,0.881,0.608,0.294,PRT,117,109.5,113.9,113.9,102.7,66.95,0.32,81.6,22.951,17.67400436
Portugal,2018,5.92,10.435,0.887,70.875,0.877,-0.267,0.88,0.646,0.318,PRT,129,116.2,123.3,123.6,104.7,69.025,0.317,81.5,22.669,17.43899886
Portugal,2019,6.095,10.462,0.876,71,0.882,-0.24,0.915,0.675,0.3,PRT,141.9,122.6,131.4,134.7,108,69.85,0.31,81.9,22.553,17.34843202
Portugal,2020,5.768,10.374,0.875,71.125,0.913,-0.244,0.867,0.614,0.383,PRT,154.3,136.6,139.3,145.9,110.8,68.525,0.327,81.1,NA,20.2799528
Portugal,2021,6.183,10.425,0.895,71.25,0.892,-0.211,0.872,0.629,0.284,PRT,168.8,142.7,149.7,156.4,112.8,69.625,0.313,81.5,NA,19.23727606
Slovakia,2012,5.911,10.188,0.926,66.94,0.62,-0.032,0.907,0.585,0.302,SVK,92.9,100.1,93.2,93.9,99.7,61.375,0.251,76.3,17.481,30.1976448
Slovakia,2013,5.937,10.193,0.909,67.16,0.598,-0.055,0.915,0.612,0.277,SVK,93.7,100.7,93.7,93.5,100,61.575,0.27,76.6,17.796,30.09547494
Slovakia,2014,6.139,10.219,0.924,67.38,0.635,-0.13,0.914,0.619,0.267,SVK,95,99.9,95,94.9,100,62.7,0.247,77,17.89,30.74037534
Slovakia,2015,6.162,10.268,0.943,67.6,0.587,-0.132,0.928,0.632,0.269,SVK,100,100,100,100,100,64.525,0.25,76.7,17.37,29.8117427
Slovakia,2016,5.993,10.286,0.945,67.825,0.7,-0.065,0.917,0.688,0.232,SVK,106.7,103.5,106.4,106.9,100.2,66.7,0.241,77.3,17.741,29.58662751
Slovakia,2017,6.366,10.314,0.913,68.05,0.714,-0.059,0.92,0.709,0.213,SVK,112.9,104.6,112.3,112.1,100.6,68.075,0.22,77.3,17.624,28.47532864
Slovakia,2018,6.235,10.352,0.922,68.275,0.758,-0.172,0.91,0.67,0.253,SVK,121.3,102.8,120.3,118.2,100.8,69.55,0.236,77.4,17.279,28.09317038
Slovakia,2019,6.243,10.375,0.933,68.5,0.771,-0.133,0.926,0.676,0.252,SVK,132.4,107.3,130.5,126,101.4,70.425,0.222,77.8,17.552,28.68574948
Slovakia,2020,6.519,10.34,0.954,68.725,0.762,-0.081,0.901,0.695,0.274,SVK,145,114.8,140.8,135.1,103,69.475,0.229,77,NA,31.03027949
Slovakia,2021,6.419,10.39,0.951,68.95,0.742,0.042,0.896,0.692,0.241,SVK,154.3,116.7,148.5,139.4,103.9,69.45,0.217,74.6,NA,31.4369954
Slovenia,2012,6.063,10.392,0.925,69.52,0.904,-0.025,0.891,0.598,0.284,SVN,112.1,114.7,112.3,112.6,99.8,63.575,0.249,80.3,23.473,19.6298263
Slovenia,2013,5.975,10.381,0.932,69.68,0.89,0.03,0.918,0.625,0.274,SVN,106.2,108.9,107.5,105.3,98.8,62.775,0.254,80.5,23.802,20.43239437
Slovenia,2014,5.678,10.407,0.908,69.84,0.888,0.047,0.909,0.594,0.291,SVN,99.2,100.8,101.2,98.4,98.1,63.4,0.251,81.2,23.089,19.72891966
Slovenia,2015,5.741,10.428,0.901,70,0.896,0.002,0.892,0.644,0.261,SVN,100,100,100,100,100,64.65,0.25,80.9,22.65,19.78458022
Slovenia,2016,5.937,10.459,0.934,70.175,0.904,-0.06,0.838,0.597,0.272,SVN,103.3,98.8,101.6,103.7,101.6,65.325,0.244,81.2,22.246,19.70363284
Slovenia,2017,6.167,10.505,0.928,70.35,0.921,-0.031,0.829,0.582,0.286,SVN,111.8,102,104.5,110.6,107,68.725,0.243,81.2,21.485,19.31577956
Slovenia,2018,6.249,10.545,0.941,70.525,0.942,-0.125,0.839,0.601,0.275,SVN,121.5,104.5,107,117.9,113.6,70.55,0.249,81.5,21.325,18.91992671
Slovenia,2019,6.665,10.572,0.949,70.7,0.945,-0.108,0.785,0.622,0.228,SVN,129.7,105.7,109.5,124,118.4,71.275,0.246,81.6,21.472,18.2667166
Slovenia,2020,6.462,10.521,0.953,70.875,0.958,-0.09,0.797,0.575,0.314,SVN,135.7,107.1,117.3,130.2,115.7,70.05,0.238,80.6,NA,20.81079025
Slovenia,2021,6.761,10.598,0.955,71.05,0.851,0.026,0.754,0.643,0.261,SVN,151.3,112.1,126.2,140.6,119.9,71.45,0.242,80.7,NA,19.24565546
South Korea,2012,6.003,10.493,0.775,71.34,0.618,NA,0.844,0.61,0.206,KOR,96.8,112,104.3,100.1,92.8,64.34369,0.385,80.9,8.961,17.84410261
South Korea,2013,5.959,10.519,0.797,71.56,0.642,-0.056,0.832,0.589,0.189,KOR,95.8,106.4,100.5,97.9,95.3,64.62727,0.372,81.4,9.462,18.24195925
South Korea,2014,5.801,10.544,0.738,71.78,0.623,-0.049,0.834,0.575,0.283,KOR,97.3,103.4,99.8,98.2,97.5,65.56622,0.363,81.8,9.91,18.16318412
South Korea,2015,5.78,10.567,0.768,72,0.616,-0.041,0.841,0.561,0.244,KOR,100,100,100,100,100,65.90981,0.352,82.1,10.546,18.10386211
South Korea,2016,5.971,10.592,0.811,72.275,0.591,0.02,0.862,0.583,0.233,KOR,101.6,99.3,99.8,100.3,101.9,66.07566,0.355,82.4,10.79,17.95737211
South Korea,2017,5.874,10.62,0.807,72.55,0.538,0.008,0.851,0.546,0.235,KOR,102.9,98,99.4,99.5,103.5,66.62926,0.354,82.7,10.945,17.82574084
South Korea,2018,5.84,10.645,0.798,72.825,0.6,-0.095,0.797,0.579,0.217,KOR,104.3,95.5,100.1,99.5,104.1,66.61324,0.345,82.7,11.756,17.65475943
South Korea,2019,5.903,10.663,0.783,73.1,0.706,-0.061,0.718,0.593,0.236,KOR,104,91.5,99.9,98.5,104,66.82268,0.339,83.3,13.255,17.49804627
South Korea,2020,5.793,10.655,0.808,73.375,0.711,-0.112,0.665,0.55,0.247,KOR,107.5,91.3,103.1,100.9,104.3,65.86022,0.328,83.5,15.576,18.42195947
South Korea,2021,6.113,10.697,0.811,73.65,0.717,-0.033,0.685,0.566,0.221,KOR,116.9,96,110.6,107,105.7,66.52686,0.329,83.6,NA,17.83216101
Spain,2012,6.291,10.485,0.937,71.24,0.755,-0.065,0.844,0.644,0.366,ESP,105.9,110.9,104.5,107,101.4,55.75,0.334,82.5,25.55,23.79358526
Spain,2013,6.15,10.474,0.929,71.36,0.759,-0.107,0.916,0.663,0.372,ESP,96.2,100.4,95.1,96.3,101.2,54.825,0.345,83.2,25.705,24.42704963
Spain,2014,6.456,10.491,0.948,71.48,0.738,-0.034,0.854,0.683,0.335,ESP,96.5,100.5,96.1,96.5,100.5,56,0.343,83.3,25.373,23.95679223
Spain,2015,6.381,10.529,0.956,71.6,0.732,-0.078,0.822,0.705,0.285,ESP,100,100,100,100,100,57.8,0.344,83,24.707,23.19081806
Spain,2016,6.319,10.558,0.942,71.725,0.768,-0.054,0.819,0.63,0.301,ESP,104.6,102,104.7,104.4,99.9,59.55,0.341,83.5,24.245,22.55757392
Spain,2017,6.23,10.585,0.903,71.85,0.756,-0.038,0.791,0.601,0.302,ESP,111.1,105.2,110.7,109.2,100.3,61.1,0.333,83.4,23.927,22.01628243
Spain,2018,6.513,10.604,0.91,71.975,0.722,-0.081,0.777,0.636,0.357,ESP,118.6,109.6,116.7,115,101.6,62.4,0.33,83.5,24.034,21.92780032
Spain,2019,6.457,10.616,0.949,72.1,0.778,-0.054,0.73,0.636,0.316,ESP,124.7,110.6,120.9,119.6,103.2,63.3,0.32,84,24.647,22.00197587
Spain,2020,6.502,10.491,0.935,72.225,0.783,-0.127,0.73,0.671,0.317,ESP,127.5,116.5,122.2,122.3,104.3,60.95,0.329,82.4,NA,25.61234193
Spain,2021,6.47,10.544,0.926,72.35,0.782,-0.076,0.729,0.639,0.324,ESP,132.2,115.7,125.9,124,105,62.625,0.32,83.3,NA,24.33185283
Sweden,2012,7.56,10.785,0.929,71.28,0.944,0.127,0.254,0.796,0.17,SWE,76.8,81.9,81.1,78.7,94.7,73.775,NA,81.8,26.695,26.3059489
Sweden,2013,7.434,10.789,0.916,71.32,0.936,0.154,0.324,0.782,0.184,SWE,80.8,84.8,83.4,82.3,96.9,74.4,0.267,82,27.369,26.26021944
Sweden,2014,7.239,10.805,0.933,71.36,0.945,0.197,0.25,0.793,0.208,SWE,88.4,90.7,89.7,89.3,98.5,74.85,0.272,82.3,26.975,25.95014848
Sweden,2015,7.289,10.838,0.929,71.4,0.935,0.206,0.232,0.766,0.191,SWE,100,100,100,100,100,75.525,0.276,82.2,26.515,25.62974908
Sweden,2016,7.369,10.846,0.912,71.525,0.918,0.141,0.246,0.752,0.201,SWE,108.2,105.1,107.3,107.3,100.9,76.2,0.28,82.4,26.94,25.66089699
